From	To	Species	Gene Name
3565593	NM_070974	Caenorhabditis elegans	hypothetical protein(Y50D4B.6)
185500	NM_071873	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-61)
171592	NM_001306278	Caenorhabditis elegans	RCOR (REST CO-Repressor) homolog(rcor-1)
171592	NM_058262	Caenorhabditis elegans	RCOR (REST CO-Repressor) homolog(rcor-1)
171592	NM_058261	Caenorhabditis elegans	RCOR (REST CO-Repressor) homolog(rcor-1)
171592	NM_001306279	Caenorhabditis elegans	RCOR (REST CO-Repressor) homolog(rcor-1)
181797	NM_001269037	Caenorhabditis elegans	hypothetical protein(4R79.2)
181797	NM_001269038	Caenorhabditis elegans	hypothetical protein(4R79.2)
177334	NM_001306822	Caenorhabditis elegans	Netrin receptor unc-5(unc-5)
177334	NM_001306823	Caenorhabditis elegans	Netrin receptor unc-5(unc-5)
177334	NM_001306821	Caenorhabditis elegans	Netrin receptor unc-5(unc-5)
177334	NM_001306820	Caenorhabditis elegans	Netrin receptor unc-5(unc-5)
177334	NM_068421	Caenorhabditis elegans	Netrin receptor unc-5(unc-5)
177334	NM_068422	Caenorhabditis elegans	Netrin receptor unc-5(unc-5)
177621	NM_068990	Caenorhabditis elegans	hypothetical protein(K07H8.10)
177526	NM_068813	Caenorhabditis elegans	Nitric oxide synthase-interacting protein homolog(R05G6.4)
180127	NM_074849	Caenorhabditis elegans	Troponin I 3(tni-3)
177833	NM_069365	Caenorhabditis elegans	Protein-tyrosine-phosphatase(K07F5.8)
184266	NM_072419	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-36)
177638	NM_069025	Caenorhabditis elegans	hypothetical protein(D2096.11)
174724	NM_064012	Caenorhabditis elegans	LMBR1 domain-containing protein 2 homolog(C47G2.4)
176179	NM_066441	Caenorhabditis elegans	Kinesin heavy chain(unc-116)
176179	AB017163	Caenorhabditis elegans	Kinesin heavy chain(unc-116)
