Gene stable ID	UniParc ID
ENSG00000092098	UPI00022F8681
ENSG00000104067	UPI00025A3080
ENSG00000092098	UPI00022F8682
ENSG00000156113	UPI000387CDEE
ENSG00000135404	UPI00001FC460
ENSG00000104067	UPI000041D23B
ENSG00000156113	UPI0002B8326C
ENSG00000103319	UPI0002467087
ENSG00000156113	UPI00097BA61A
ENSG00000147099	UPI00000411E6
ENSG00000156113	UPI000387D27D
ENSG00000151418	UPI000016079C
ENSG00000156113	UPI00097BA7D7
ENSG00000156113	UPI000387ADA0
ENSG00000169562	UPI0000001C7E
ENSG00000156113	UPI000387BD3F
ENSG00000151418	UPI000058E061
ENSG00000156113	UPI00097BA639
ENSG00000156113	UPI000387ADF1
ENSG00000166762	UPI000006DE3A
ENSG00000161249	UPI000198C7B5
ENSG00000156113	UPI00097BA655
ENSG00000151418	UPI00001380C6
ENSG00000104067	UPI0000D4A16E
ENSG00000156113	UPI00097BA5DD
ENSG00000104067	UPI00022F8575
ENSG00000156113	UPI00097BA6DD
ENSG00000105971	UPI00001270F1
ENSG00000156113	UPI00097BA7C6
ENSG00000017483	UPI0004620950
ENSG00000169562	UPI0000001C7E
ENSG00000175048	UPI00000740DC
ENSG00000017483	UPI000059DB04
ENSG00000166762	UPI0000D4BF74
ENSG00000017483	UPI000059DB01
ENSG00000169562	UPI0000001C7E
ENSG00000104067	UPI0000D612FA
ENSG00000166762	UPI000173A691
ENSG00000204681	UPI000000D9EB
ENSG00000169562	UPI000059DB43
ENSG00000017483	UPI0003F4806C
ENSG00000105971	UPI000020F968
ENSG00000169562	UPI000D18EDA4
ENSG00000017483	UPI000059DB00
ENSG00000156113	UPI00097BA7B4
ENSG00000105971	UPI0000416550
ENSG00000156113	UPI00097BA6A9
ENSG00000017483	UPI0003F48005
ENSG00000180879	UPI0000136003
ENSG00000156113	UPI00097BA6BC
ENSG00000017483	UPI0003F48005
ENSG00000156113	UPI00097BA7AA
ENSG00000228696	UPI000006D6C2
ENSG00000156113	UPI00097BA6C9
ENSG00000175048	UPI00000740DB
ENSG00000156113	UPI000387D7C5
ENSG00000169562	UPI0000001C7E
ENSG00000156113	UPI0001D25ED6
ENSG00000228696	UPI000006D6C2
ENSG00000017483	UPI000004F5E1
ENSG00000166762	UPI00000725D5
ENSG00000156113	UPI00003519EA
ENSG00000228696	UPI00025A2E94
ENSG00000068400	UPI0004620B40
ENSG00000228696	UPI00025A2E95
ENSG00000104549	UPI0001E8F2EC
ENSG00000134294	UPI000000121A
ENSG00000017483	UPI0004E4C810
ENSG00000105723	UPI00000012B4
ENSG00000228696	UPI00025A2E96
ENSG00000273911	UPI0001740459
ENSG00000147099	UPI000E6EBAF5
ENSG00000105723	UPI0000D4EFA9
ENSG00000147099	UPI000E6E9F3E
ENSG00000147099	UPI000E6F34DE
ENSG00000228696	UPI00025A2E97
ENSG00000100368	UPI0000128C9F
ENSG00000105723	UPI00000012B4
ENSG00000228696	UPI00001B01D7
ENSG00000148090	UPI0000072F64
ENSG00000156113	UPI00000724F1
ENSG00000166762	UPI0000073072
ENSG00000068400	UPI0004620CCE
ENSG00000104549	UPI0000073EEE
ENSG00000148090	UPI0000072582
ENSG00000030066	UPI0000185FEB
ENSG00000100368	UPI00003765A4
ENSG00000156113	UPI00003519E7
ENSG00000166762	UPI000173A68F
ENSG00000180879	UPI00004303EC
ENSG00000228696	UPI0003DDF3CA
ENSG00000068400	UPI0004620CB8
ENSG00000104549	UPI0001E8F2F8
ENSG00000156113	UPI00097BA5BB
ENSG00000100368	UPI0003F481D1
ENSG00000030066	UPI0004620D2E
ENSG00000156113	UPI00097BA7C8
ENSG00000068400	UPI0004620993
ENSG00000156113	UPI00097BA656
ENSG00000100368	UPI000035EC99
ENSG00000030066	UPI000462094F
ENSG00000156113	UPI00097BA5AD
ENSG00000198889	UPI0000160112
ENSG00000156113	UPI000387CAAD
ENSG00000166762	UPI0003F480AB
ENSG00000104549	UPI0001E8F2ED
ENSG00000156113	UPI00097BA5C7
ENSG00000187193	UPI000000160C
ENSG00000156113	UPI00003519EA
ENSG00000187193	UPI00001FF231
ENSG00000156113	UPI00097BA74B
ENSG00000166762	UPI0001881AAD
ENSG00000156113	UPI000189A8F1
ENSG00000156113	UPI00097BA669
ENSG00000187193	UPI00001FF231
ENSG00000030066	UPI0004620B7A
ENSG00000156113	UPI000387BAAE
ENSG00000156113	UPI00003519E8
ENSG00000166961	UPI0001AE6C22
ENSG00000147099	UPI0005D038E8
ENSG00000156113	UPI00003519E9
ENSG00000030066	UPI00005A75C5
ENSG00000147099	UPI000E6E89F7
ENSG00000156113	UPI00004563D4
ENSG00000147099	UPI000E6E8CCF
ENSG00000163958	UPI00006BFF56
ENSG00000147099	UPI000E6ED74C
ENSG00000156113	UPI00097BA78D
ENSG00000147099	UPI000E6E9EC6
ENSG00000130224	UPI000022DB30
ENSG00000211949	UPI00034F23AC
ENSG00000156113	UPI00097BA6CA
ENSG00000141551	UPI000022A221
ENSG00000156113	UPI00097BA568
ENSG00000211950	UPI000011AAD6
ENSG00000130224	UPI00020652CD
ENSG00000147099	UPI00017A7467
ENSG00000196616	UPI00001699B5
ENSG00000198874	UPI00003674A9
ENSG00000175048	UPI0001E8F16B
ENSG00000147099	UPI000E6EC175
ENSG00000156113	UPI00097BA762
ENSG00000175718	UPI0001932819
ENSG00000198874	UPI000198CD10
ENSG00000156113	UPI00097BA69A
ENSG00000147099	UPI000E6E7200
ENSG00000197991	UPI000007371F
ENSG00000147099	UPI000E6EC175
ENSG00000147099	UPI000E6EEF5C
ENSG00000141551	UPI000012DC64
ENSG00000147099	UPI000E6E85C7
ENSG00000156113	UPI00097BA759
ENSG00000166961	UPI000006EC83
ENSG00000147099	UPI000E6F1F62
ENSG00000156113	UPI00097BA6F5
ENSG00000175048	UPI0001E8F16A
ENSG00000213928	UPI000012D8C2
ENSG00000147099	UPI000E6E9707
ENSG00000156113	UPI00097BA614
ENSG00000147099	UPI000E6E982E
ENSG00000089723	UPI000000D869
ENSG00000280165	UPI000007371F
ENSG00000156113	UPI00004A2961
ENSG00000147099	UPI000E6F038A
ENSG00000089723	UPI0000070517
ENSG00000213928	UPI00022F86DF
ENSG00000163958	UPI000006FC52
ENSG00000102021	UPI00004A39E5
ENSG00000198874	UPI0000192744
ENSG00000166961	UPI0001637D7F
ENSG00000147099	UPI000E6F40AD
ENSG00000156113	UPI00097BA7C4
ENSG00000147099	UPI000E6EDDD2
ENSG00000156113	UPI000387DA2B
ENSG00000147099	UPI000E6EFB2D
ENSG00000147099	UPI000E6ED97E
ENSG00000166961	UPI00001FA81E
ENSG00000163958	UPI00005A7AC9
ENSG00000156113	UPI00097BA7BD
ENSG00000147099	UPI000E6EB674
ENSG00000147099	UPI000E6ED74C
ENSG00000102021	UPI0000036093
ENSG00000147099	UPI000E6F3331
ENSG00000156113	UPI00097BA63D
ENSG00000198874	UPI0004E4C846
ENSG00000147099	UPI0001610C70
ENSG00000068400	UPI0004620AB8
ENSG00000111249	UPI00001FBB07
ENSG00000147099	UPI000E6E9337
ENSG00000068400	UPI0004620D5E
ENSG00000147099	UPI000E6F37DF
ENSG00000147099	UPI000E6E7731
ENSG00000111249	UPI0000E59965
ENSG00000068400	UPI00053BD59F
ENSG00000196616	UPI0002065B57
ENSG00000213928	UPI00022F86E0
ENSG00000068400	UPI0004620B0D
ENSG00000147099	UPI000E6ED402
ENSG00000147099	UPI000059DB58
ENSG00000147099	UPI000E6E940B
ENSG00000182504	UPI0000074569
ENSG00000196616	UPI0002065B57
ENSG00000159685	UPI0000034DFB
ENSG00000196616	UPI00001699B5
ENSG00000147099	UPI000E6EFB2D
ENSG00000147099	UPI000E6EFB2D
ENSG00000135404	UPI00020CE19A
ENSG00000156113	UPI000021D46F
ENSG00000159685	UPI000020A156
ENSG00000147099	UPI0001610C6E
ENSG00000147099	UPI000059DB57
ENSG00000147099	UPI000E6EDC36
ENSG00000159685	UPI00018927B4
ENSG00000182504	UPI0001B794B5
ENSG00000206527	UPI0000160B26
ENSG00000213928	UPI0003F48325
ENSG00000126524	UPI000013559C
ENSG00000159685	UPI0001D3BCF1
ENSG00000206527	UPI0001B795D0
ENSG00000182504	UPI0001B794B6
ENSG00000213928	UPI00022F86E2
ENSG00000147099	UPI000059DB5E
ENSG00000160325	UPI000003B0B1
ENSG00000156113	UPI0000D60F73
ENSG00000206527	UPI0001B795D1
ENSG00000213928	UPI00022F86E0
ENSG00000126524	UPI000198CCF8
ENSG00000198324	UPI0001D1DA8D
ENSG00000147099	UPI000E6E6A42
ENSG00000213928	UPI0000E59B3A
ENSG00000147099	UPI000D0C7480
ENSG00000134294	UPI00020CE07F
ENSG00000198324	UPI000006D1F4
ENSG00000147099	UPI000E6E89D9
ENSG00000147099	UPI000059DB5A
ENSG00000182504	UPI0001B794B7
ENSG00000134294	UPI00020CE080
ENSG00000156113	UPI0000D492EE
ENSG00000126524	UPI0004E4CC76
ENSG00000147099	UPI000059DB5B
ENSG00000163710	UPI0001B79664
ENSG00000147099	UPI000E6EFB2D
ENSG00000156113	UPI0004E4CA1B
ENSG00000157827	UPI0000441EF9
ENSG00000147099	UPI000E6F011F
ENSG00000156113	UPI0001AE6D47
ENSG00000147099	UPI000E6EFF6B
ENSG00000198324	UPI000006D1F4
ENSG00000198324	UPI00020CE498
ENSG00000147099	UPI000059DB58
ENSG00000198324	UPI00020CE49A
ENSG00000147099	UPI000059DB56
ENSG00000104635	UPI0000457680
ENSG00000160325	UPI000003B0FD
ENSG00000104635	UPI0001E8EFBD
ENSG00000285547	UPI000E6ED766
ENSG00000285547	UPI000E6F3F9F
ENSG00000160325	UPI000047020D
ENSG00000180758	UPI0000044DD4
ENSG00000180758	UPI000284125C
ENSG00000085871	UPI000000128A
ENSG00000160325	UPI0001914F67
ENSG00000088305	UPI0000001046
ENSG00000160325	UPI0002064E14
ENSG00000256043	UPI000006232B
ENSG00000088179	UPI0000000CA9
ENSG00000186871	UPI00004C9B0B
ENSG00000227639	UPI000003FF8A
ENSG00000088305	UPI000002A801
ENSG00000088179	UPI000198C613
ENSG00000088305	UPI000002A802
ENSG00000104635	UPI000013CA9C
ENSG00000085871	UPI0001D3B870
ENSG00000186871	UPI000021233E
ENSG00000088179	UPI000204A847
ENSG00000134294	UPI000037842A
ENSG00000104635	UPI0000046C44
ENSG00000088179	UPI000198C610
ENSG00000088305	UPI0001AE64E4
ENSG00000221886	UPI00000741A3
ENSG00000104635	UPI0000046C44
ENSG00000170011	UPI0000074787
ENSG00000221886	UPI00000741A3
ENSG00000104635	UPI0001E8EFBE
ENSG00000104635	UPI0001E8EFBB
ENSG00000104635	UPI0001E8EFBC
ENSG00000088179	UPI000198C60F
ENSG00000088305	UPI0001AE64E3
ENSG00000104635	UPI00038BB06C
ENSG00000104635	UPI000204A75D
ENSG00000088179	UPI000198C612
ENSG00000104635	UPI0003F48423
ENSG00000170011	UPI0000074787
ENSG00000085871	UPI000000128A
ENSG00000088179	UPI000198C611
ENSG00000123243	UPI000014D02E
ENSG00000088305	UPI000002A805
ENSG00000123243	UPI0001E9ECA9
ENSG00000085871	UPI000000128A
ENSG00000089737	UPI0000129082
ENSG00000170011	UPI000022BFD6
ENSG00000101181	UPI0000470A14
ENSG00000135404	UPI000013CF91
ENSG00000125931	UPI0000212358
ENSG00000183631	UPI00004A3B00
ENSG00000157827	UPI0000E07AC2
ENSG00000244057	UPI00001927D1
ENSG00000187238	UPI00001927D3
ENSG00000196782	UPI00001C1E1E
ENSG00000284526	UPI000719A0F5
ENSG00000131142	UPI000014C731
ENSG00000196782	UPI0001D3B867
ENSG00000196782	UPI00015E080A
ENSG00000131142	UPI000013CDD5
ENSG00000123165	UPI0000072276
ENSG00000131142	UPI000013FB65
ENSG00000131142	UPI0000D61717
ENSG00000101181	UPI000006EF41
ENSG00000163644	UPI00000473F1
ENSG00000101181	UPI0000470A13
ENSG00000163710	UPI0000073F93
ENSG00000123243	UPI0001B790F3
ENSG00000163644	UPI0001D3B659
ENSG00000123243	UPI0000228862
ENSG00000204681	UPI0001B7935E
ENSG00000170011	UPI000198C993
ENSG00000146676	UPI000006F6CE
ENSG00000170011	UPI00005DC770
ENSG00000163710	UPI000E6EDEBB
ENSG00000125931	UPI000013CBD9
ENSG00000163710	UPI0001B79665
ENSG00000163644	UPI0001EE9119
ENSG00000215018	UPI0000480DE8
ENSG00000089737	UPI0002065B54
ENSG00000163644	UPI0003B92815
ENSG00000125931	UPI000059DB52
ENSG00000089737	UPI00021CF3E1
ENSG00000215018	UPI000155D65F
ENSG00000163710	UPI0001B79666
ENSG00000163644	UPI000006DE31
ENSG00000125931	UPI000013CBD9
ENSG00000163644	UPI0003B927FA
ENSG00000125931	UPI0003F47E16
ENSG00000163644	UPI0003B92830
ENSG00000125931	UPI0001E8F103
ENSG00000089737	UPI0002065B55
ENSG00000125931	UPI0001E8F102
ENSG00000162434	UPI0000054C7D
ENSG00000100097	UPI000004E612
ENSG00000125931	UPI0001E8F104
ENSG00000135404	UPI000013CF91
ENSG00000188523	UPI0000210D37
ENSG00000125931	UPI000013CBD9
ENSG00000089737	UPI0000520D4B
ENSG00000125931	UPI0000212358
ENSG00000135404	UPI000013CF91
ENSG00000125931	UPI000013CBD9
ENSG00000165626	UPI000013FFEA
ENSG00000089737	UPI0004E4CB99
ENSG00000100097	UPI00016110F4
ENSG00000170011	UPI00005DC76F
ENSG00000204681	UPI000002AA3C
ENSG00000070731	UPI000000D98B
ENSG00000102309	UPI0001D3B340
ENSG00000070731	UPI00028410FF
ENSG00000100097	UPI00016110F5
ENSG00000170011	UPI0001914CD1
ENSG00000070731	UPI0002841100
ENSG00000189052	UPI0000035497
ENSG00000102001	UPI0000072089
ENSG00000188523	UPI00001C109C
ENSG00000165626	UPI0000373CF6
ENSG00000204681	UPI000000D9EB
ENSG00000070731	UPI0002841101
ENSG00000188523	UPI0000DA6D52
ENSG00000135404	UPI00020CE19B
ENSG00000135404	UPI0000072B78
ENSG00000103047	UPI00001FF4A8
ENSG00000110514	UPI0001611407
ENSG00000204681	UPI0001B79360
ENSG00000070731	UPI0002841102
ENSG00000108602	UPI0001EE32B4
ENSG00000165626	UPI00003751DA
ENSG00000103047	UPI000268AE97
ENSG00000132359	UPI0005D01F30
ENSG00000102001	UPI0000127279
ENSG00000175567	UPI000003627C
ENSG00000102001	UPI0000072854
ENSG00000135404	UPI00020CE19A
ENSG00000132359	UPI0000237665
ENSG00000103047	UPI000268AE98
ENSG00000164631	UPI0000D61BFD
ENSG00000175567	UPI0000D4EC85
ENSG00000102001	UPI0001B791C4
ENSG00000165626	UPI000E6F0426
ENSG00000051523	UPI000013D1BE
ENSG00000141551	UPI0000071F44
ENSG00000175567	UPI000204AE8A
ENSG00000135404	UPI00020CE19C
ENSG00000175567	UPI0003F480B2
ENSG00000102309	UPI0001D3B341
ENSG00000135404	UPI000041C4DC
ENSG00000225454	UPI00000389E6
ENSG00000175567	UPI0003F47A8B
ENSG00000135404	UPI00020CE19D
ENSG00000051523	UPI00024671D7
ENSG00000162437	UPI000043DED2
ENSG00000226832	UPI0000041DB9
ENSG00000162437	UPI0000D61F32
ENSG00000204681	UPI000004618A
ENSG00000135404	UPI000013CF91
ENSG00000164631	UPI000020EAF7
ENSG00000162437	UPI000050AAAF
ENSG00000051523	UPI00024671D8
ENSG00000051523	UPI00024671D9
ENSG00000164631	UPI0000D4AC4C
ENSG00000184108	UPI000006FC8A
ENSG00000204681	UPI000002AA3E
ENSG00000051523	UPI0000E02E97
ENSG00000164631	UPI000173A26C
ENSG00000051523	UPI00024671DA
ENSG00000108602	UPI0000E59EAC
ENSG00000102309	UPI00002263A9
ENSG00000233618	UPI0000041DBD
ENSG00000102309	UPI0000D479D9
ENSG00000102309	
ENSG00000141551	UPI000268B29E
ENSG00000102309	UPI0001D3B342
ENSG00000185962	UPI00001927D2
ENSG00000141551	UPI000268B29F
ENSG00000102309	UPI000059DB4E
ENSG00000078900	UPI000002E988
ENSG00000215018	UPI000155D64E
ENSG00000102309	UPI0001C0B3B6
ENSG00000211721	UPI0003F48115
ENSG00000204681	UPI0000155534
ENSG00000204681	UPI0001B79361
ENSG00000253409	UPI00053BD5AB
ENSG00000141551	UPI00017A74DF
ENSG00000186648	UPI0000DBEF11
ENSG00000204681	UPI0001B79362
ENSG00000078900	UPI000002B05A
ENSG00000204681	UPI0001B79363
ENSG00000141551	UPI000268B2A0
ENSG00000204681	UPI000002AA3E
ENSG00000215018	UPI0000661B89
ENSG00000187223	UPI00001927D4
ENSG00000141551	UPI0000E03C43
ENSG00000111252	UPI000012E798
ENSG00000215018	UPI0000663974
ENSG00000230099	UPI00001140E6
ENSG00000116882	UPI0000470C16
ENSG00000108602	UPI0001EE32B3
ENSG00000111252	UPI0003F47B44
ENSG00000132359	UPI0000D622A3
ENSG00000150394	UPI0002466E8E
ENSG00000111252	UPI000206581D
ENSG00000163530	UPI000007143F
ENSG00000132359	UPI00015AAB68
ENSG00000150394	UPI0002466E8F
ENSG00000150394	UPI0002466E90
ENSG00000067829	UPI0000161475
ENSG00000078900	UPI000002B058
ENSG00000108602	UPI000013C87C
ENSG00000141551	UPI000268B2A1
ENSG00000260092	UPI00024672CA
ENSG00000108602	UPI000013C87C
ENSG00000226000	UPI0000041DC3
ENSG00000150394	UPI0000126D9F
ENSG00000065457	UPI00024672D6
ENSG00000132359	UPI0000D622A3
ENSG00000197296	UPI0000128612
ENSG00000113273	UPI00001260A3
ENSG00000108602	UPI0000E59EAD
ENSG00000067829	UPI0000000DBC
ENSG00000105605	UPI00000010F1
ENSG00000131711	UPI0001D3B3B6
ENSG00000108602	UPI00025A2D23
ENSG00000067829	UPI000059DBDC
ENSG00000065457	UPI00024672D7
ENSG00000172893	UPI0001F785E2
ENSG00000165685	UPI000003777F
ENSG00000067829	UPI000059DBDD
ENSG00000150394	UPI00001FF328
ENSG00000105605	UPI00000010F1
ENSG00000108602	UPI00025A2D24
ENSG00000150394	UPI0002466E91
ENSG00000113273	UPI00000728C3
ENSG00000108602	UPI0003F48131
ENSG00000105605	UPI0000169B62
ENSG00000113273	UPI000D194B24
ENSG00000078900	UPI00003664BC
ENSG00000165685	UPI000006D360
ENSG00000108602	UPI00025A2D26
ENSG00000067829	UPI0000D4CAC5
ENSG00000078900	UPI000002B05C
ENSG00000150394	UPI0002466E92
ENSG00000067829	UPI000059DBDB
ENSG00000165685	UPI000204AAB2
ENSG00000113273	UPI0001E8EFB0
ENSG00000108602	UPI000013C87C
ENSG00000067829	UPI000059DBDF
ENSG00000116882	UPI0000470C15
ENSG00000213030	UPI0000035497
ENSG00000188313	UPI0000001627
ENSG00000078900	UPI0000071FA8
ENSG00000116882	UPI000000106A
ENSG00000078900	UPI0000071B35
ENSG00000078900	UPI000002E98B
ENSG00000116882	UPI000000106A
ENSG00000166881	UPI00001FC59B
ENSG00000078900	UPI00019150C4
ENSG00000225950	UPI000004FD88
ENSG00000198960	UPI00001BBFA2
ENSG00000214941	UPI000268AFC2
ENSG00000166881	UPI0000185F02
ENSG00000278516	UPI0000073A30
ENSG00000067829	UPI0000D4CAC5
ENSG00000225950	UPI0002A471C4
ENSG00000078900	UPI00003664BC
ENSG00000065457	UPI00001FFC39
ENSG00000078900	UPI000002B05C
ENSG00000166881	UPI00021CF487
ENSG00000188313	UPI0000E5AA0C
ENSG00000214941	UPI000268AFC3
ENSG00000188313	UPI0000E5AA0C
ENSG00000283663	UPI0002A473CC
ENSG00000198960	UPI00001BBFA2
ENSG00000274616	UPI000165DD09
ENSG00000198960	UPI00001BBFA2
ENSG00000188313	UPI0000E1FFC5
ENSG00000274616	UPI00015F3DF0
ENSG00000187180	UPI00001927D6
ENSG00000088256	UPI000004D209
ENSG00000188313	UPI0000E5AA0C
ENSG00000211724	UPI00053BD608
ENSG00000196337	UPI00001619C1
ENSG00000131711	UPI000013E382
ENSG00000196337	UPI00001619C1
ENSG00000088256	UPI0002840BD1
ENSG00000170074	UPI0000D616C5
ENSG00000117016	UPI000006E06A
ENSG00000088256	UPI0004620D2C
ENSG00000196337	UPI00001619C1
ENSG00000188313	UPI00017A7F4C
ENSG00000188313	UPI0000E5AA0C
ENSG00000117016	UPI000006E06A
ENSG00000159455	UPI000006D1D2
ENSG00000188313	UPI0000E5AA0C
ENSG00000188313	UPI0001B79692
ENSG00000188313	UPI0000E5AA0C
ENSG00000211725	UPI00001140E8
ENSG00000188313	UPI0001B79693
ENSG00000188313	UPI0001B79694
ENSG00000188313	UPI0001B79695
ENSG00000131711	UPI0001E8EF68
ENSG00000187173	UPI00001927D5
ENSG00000131711	UPI0001E8EF69
ENSG00000065457	UPI000006FD70
ENSG00000088298	UPI00004E1937
ENSG00000253188	UPI0003F483DF
ENSG00000101074	UPI00000422F8
ENSG00000170074	UPI0000D616C5
ENSG00000187170	UPI0000192763
ENSG00000088298	UPI00001285D9
ENSG00000203859	UPI0000470C17
ENSG00000170074	UPI0000D616C5
ENSG00000187170	UPI0000192763
ENSG00000065457	UPI00024672D8
ENSG00000065457	UPI0003F483BE
ENSG00000211727	UPI00053BD5EC
ENSG00000170074	UPI0001D3BB0D
ENSG00000214941	UPI0000161153
ENSG00000170074	UPI0001D3BB0E
ENSG00000168491	UPI000000D95C
ENSG00000131711	UPI0001D3B3BD
ENSG00000065457	UPI0003F4830C
ENSG00000131089	UPI000006F940
ENSG00000203859	UPI0000001C6C
ENSG00000065457	UPI00024672DC
ENSG00000198854	UPI00001C1D9F
ENSG00000131089	UPI0000EE6EC0
ENSG00000211728	UPI00001140EA
ENSG00000214941	UPI000268AFC4
ENSG00000131089	UPI0004F236D4
ENSG00000274616	UPI000006FEE9
ENSG00000131089	UPI0007E52BA3
ENSG00000253534	UPI00053BD5B9
ENSG00000214941	UPI000268AFC5
ENSG00000203859	UPI0000001C6C
ENSG00000253291	UPI0003F480E8
ENSG00000234507	UPI0000126ACC
ENSG00000234507	UPI0000E5AD42
ENSG00000214941	UPI000268AFC3
ENSG00000203786	UPI0000199942
ENSG00000234507	UPI0000126ACC
ENSG00000211731	UPI000011DFCF
ENSG00000174775	UPI000000DCA4
ENSG00000240386	UPI0000192764
ENSG00000034713	UPI0000023921
ENSG00000214941	UPI0000161153
ENSG00000131089	UPI0000212277
ENSG00000174775	UPI0000001251
ENSG00000214941	UPI0000E031A2
ENSG00000274616	UPI00000729AD
ENSG00000131089	UPI0007E52B15
ENSG00000278030	UPI00053BD5F1
ENSG00000034713	UPI00004DD8AF
ENSG00000131089	UPI0000212277
ENSG00000274616	UPI00000729AD
ENSG00000168491	UPI000387D00D
ENSG00000214941	UPI000268AFC3
ENSG00000034713	UPI0000489720
ENSG00000168491	UPI0000070BFC
ENSG00000034713	UPI000154EEBB
ENSG00000214941	UPI000268AFC3
ENSG00000174775	UPI000000DCA4
ENSG00000173391	UPI000004A917
ENSG00000168491	UPI0001D3BA8D
ENSG00000234507	UPI0001F77A52
ENSG00000214941	UPI000268AFC3
ENSG00000173391	UPI000204AAAC
ENSG00000214941	UPI0000E031A2
ENSG00000168491	UPI0001D3BA8E
ENSG00000135702	UPI000006EAEA
ENSG00000214941	UPI000268AFC6
ENSG00000198736	UPI0000161C13
ENSG00000174775	UPI0000001251
ENSG00000135702	UPI00024672CB
ENSG00000198736	UPI0002466D86
ENSG00000170074	UPI0001D3BB10
ENSG00000173391	UPI000191540A
ENSG00000168491	UPI0001D3BA8F
ENSG00000198736	UPI0000E59D5E
ENSG00000143412	UPI0000035D92
ENSG00000168491	UPI0001D3BA90
ENSG00000198736	UPI0002466D87
ENSG00000173391	UPI00001FB608
ENSG00000170074	UPI0001D3BB11
ENSG00000174775	UPI000000DCA4
ENSG00000168491	UPI0004F2365D
ENSG00000170074	UPI0001D3BB12
ENSG00000173391	UPI0000EE594D
ENSG00000168491	UPI0004F236D3
ENSG00000174775	UPI0000001251
ENSG00000168491	UPI0000E0935E
ENSG00000131089	UPI00097BA585
ENSG00000234507	UPI0001F77A53
ENSG00000131089	UPI0000212277
ENSG00000119125	UPI000046FCFD
ENSG00000198736	UPI0004E4CA9D
ENSG00000197566	UPI0000456A22
ENSG00000102401	UPI000004C63E
ENSG00000234507	UPI0000227E6A
ENSG00000131089	UPI0000212277
ENSG00000173391	UPI000204AAAD
ENSG00000173391	UPI0004620BC3
ENSG00000131089	UPI0004F236A2
ENSG00000234507	UPI0000E5AD41
ENSG00000197566	UPI000268B011
ENSG00000173391	UPI000204AAAF
ENSG00000197566	UPI0003F47B00
ENSG00000173391	UPI000204AAB0
ENSG00000170074	UPI0001D3BB13
ENSG00000131089	UPI0000212281
ENSG00000102401	UPI000004C63E
ENSG00000173391	UPI000204AAB1
ENSG00000234507	UPI0001F77A58
ENSG00000102401	UPI0002466C46
ENSG00000102401	UPI0002466C47
ENSG00000170074	UPI0001AE7497
ENSG00000205129	UPI0001D3BA85
ENSG00000170074	UPI0001AE7496
ENSG00000131089	UPI0004F23661
ENSG00000102401	UPI000004C63E
ENSG00000112715	UPI0001E8F671
ENSG00000119125	UPI000012BD83
ENSG00000131089	UPI0000212277
ENSG00000131089	UPI0007E52C67
ENSG00000112715	UPI0001AE7276
ENSG00000232251	UPI000020D87C
ENSG00000131089	UPI0000212277
ENSG00000112715	UPI0001AE7275
ENSG00000152969	UPI0007E52B33
ENSG00000232251	UPI0001642865
ENSG00000205129	UPI0001D3BA86
ENSG00000119125	UPI000012BD83
ENSG00000205129	UPI0001D3BA84
ENSG00000142408	UPI000013D88B
ENSG00000205084	UPI00000704D8
ENSG00000131089	UPI00028F452C
ENSG00000135617	UPI0000039EBE
ENSG00000142408	UPI0000163C0F
ENSG00000119125	UPI000047018F
ENSG00000119125	UPI000059DA3C
ENSG00000119125	UPI000046FD00
ENSG00000119125	UPI000015828B
ENSG00000119125	UPI00017A7F55
ENSG00000131089	UPI0000212277
ENSG00000237962	UPI00004702FE
ENSG00000131089	UPI0007E52B32
ENSG00000205084	UPI00024672D2
ENSG00000131089	UPI0000212277
ENSG00000011295	UPI0000042226
ENSG00000205129	UPI0000422C9D
ENSG00000205084	UPI0000E5DA67
ENSG00000153822	UPI0002841142
ENSG00000283361	UPI000D18D306
ENSG00000234154	UPI0000E5AD3A
ENSG00000172893	UPI00000310C7
ENSG00000283361	UPI0007E52D41
ENSG00000131089	UPI0001CA7E60
ENSG00000283361	UPI0003EAEA3E
ENSG00000283361	UPI0007E52AE3
ENSG00000205084	UPI00024672D4
ENSG00000131089	UPI0000212277
ENSG00000172893	UPI00000310C7
ENSG00000153822	UPI000012D8B3
ENSG00000205084	UPI000013CFB8
ENSG00000131089	UPI0007E52B16
ENSG00000131089	UPI0007E52B60
ENSG00000131089	UPI0007E52CB6
ENSG00000172893	UPI0001F785E3
ENSG00000131089	UPI0007E52B1C
ENSG00000011295	UPI0002841088
ENSG00000101019	UPI000173A376
ENSG00000131089	UPI0007E52CFB
ENSG00000131089	UPI0004F2367E
ENSG00000153822	UPI0002841143
ENSG00000205084	UPI0004620B6E
ENSG00000153822	UPI000003E7B5
ENSG00000131089	UPI0004F23631
ENSG00000133872	UPI0000035F61
ENSG00000172893	UPI0001F785E4
ENSG00000131089	UPI0004F236A4
ENSG00000153822	UPI0002841144
ENSG00000131089	UPI0004F2365C
ENSG00000234154	UPI0000E5AD3C
ENSG00000153822	UPI0002841142
ENSG00000172893	UPI0001F785E6
ENSG00000116717	UPI000012AF8C
ENSG00000131089	UPI0004F2367D
ENSG00000172893	UPI0001F785E7
ENSG00000153822	UPI000012D8B3
ENSG00000172893	UPI0004620BE9
ENSG00000116717	UPI0000204547
ENSG00000153822	UPI000012D8B3
ENSG00000153822	UPI000012D8B3
ENSG00000172893	UPI0001F785E9
ENSG00000153822	UPI000012D8B3
