Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans chromosome/scaffold name	Caenorhabditis elegans chromosome/scaffold start (bp)	Caenorhabditis elegans chromosome/scaffold end (bp)	%id. target Caenorhabditis elegans gene identical to query gene	%id. query gene identical to target Caenorhabditis elegans gene	Caenorhabditis elegans orthology confidence [0 low, 1 high]
ENSG00000115850	2	135787840	135837180	WBGene00016848	IV	7745979	7748225	8.25117	33.1942	0
ENSG00000125630	2	112541915	112577150	WBGene00008781	I	9280963	9286577	43.6488	45.4303	0
ENSG00000115204	2	27309492	27325680	WBGene00011826	X	12451356	12454328	30.6818	29.8343	1
ENSG00000279956	2	48632291	48755724	WBGene00008239	V	9889839	9894849	22.1154	4.93562	0
ENSG00000115112	2	121216587	121285207	WBGene00001707	I	1259374	1268155	20.8768	17.762	0
ENSG00000115946	2	68157844	68176238	WBGene00013144	II	9738982	9742884	51.9841	47.2924	1
ENSG00000258984	2	237967014	238099412	WBGene00006707	I	11911324	11912052	37.4046	27.2222	0
ENSG00000114923	2	219627327	219641980	WBGene00009920	I	8296917	8307566	28.197	29.2181	0
ENSG00000114923	2	219627327	219641980	WBGene00019844	X	6747296	6761738	20.5719	27.0921	0
ENSG00000115758	2	10439968	10448504	WBGene00018764	I	3830562	3834124	25.8134	24.9476	0
ENSG00000006607	2	241356243	241494841	WBGene00001366	IV	8799089	8813539	12.9981	15.9117	0
ENSG00000006607	2	241356243	241494841	WBGene00001490	X	11572565	11585126	24.2884	23.4647	0
ENSG00000144130	2	112721486	112742879	WBGene00022201	X	2834222	2840292	40.8879	30.7018	0
ENSG00000061676	2	182909115	183038858	WBGene00001580	IV	12404374	12408697	41.2698	41.0167	1
ENSG00000144535	2	231961245	232344350	WBGene00018612	III	5443167	5446506	38.6441	40.3302	1
ENSG00000152147	2	38751534	38785000	WBGene00017002	I	4579964	4580601	20.3593	20.2381	0
ENSG00000183891	2	19896643	19901986	WBGene00006781	III	491547	502625	7.28477	1.14464	
ENSG00000171848	2	10120698	10131419	WBGene00017610	X	1427774	1430871	39.1982	26.3473	1
ENSG00000171848	2	10120698	10131419	WBGene00004392	III	4093306	4094921	53.0067	62.4672	1
ENSG00000163032	2	17539126	17657018	WBGene00015867	X	17617827	17619458	27.7487	25.1185	
ENSG00000163032	2	17539126	17657018	WBGene00003564	I	10033461	10034816	46.0733	46.3158	
ENSG00000162992	2	181673088	181680876	WBGene00001961	IV	16254764	16256274	10.1124	35.6436	
ENSG00000162992	2	181673088	181680876	WBGene00009540	IV	16257668	16259417	8.98876	19.5122	
ENSG00000162992	2	181673088	181680876	WBGene00013665	IV	16132464	16134179	10.3933	35.2381	
ENSG00000162992	2	181673088	181680876	WBGene00003018	X	2229208	2230122	9.83146	24.6479	
ENSG00000162992	2	181673088	181680876	WBGene00003595	IV	2626132	2628271	17.4157	33.6957	
ENSG00000144021	2	96266132	96273349	WBGene00012479	I	12853088	12858272	37.7581	37.9822	1
ENSG00000152683	2	32165841	32224379	WBGene00006590	III	5275225	5277797	27.7445	31.1659	1
ENSG00000223658	2	43675151	43676322	WBGene00015861	V	8248123	8250289	19.3651	17.9412	
ENSG00000223658	2	43675151	43676322	WBGene00044620	IV	4688269	4691936	18.7302	16.0326	
ENSG00000223658	2	43675151	43676322	WBGene00021403	IV	36809	39114	20	24.1379	
ENSG00000223658	2	43675151	43676322	WBGene00021407	IV	8765	11070	20	24.1379	
ENSG00000223658	2	43675151	43676322	WBGene00015871	II	3843609	3845509	14.9206	13.5057	
ENSG00000223658	2	43675151	43676322	WBGene00015361	V	7388390	7389871	16.8254	15.8683	
ENSG00000223658	2	43675151	43676322	WBGene00045103	I	12364718	12365948	14.9206	14.5511	
ENSG00000223658	2	43675151	43676322	WBGene00008471	I	12405525	12406946	14.6032	14.2857	
ENSG00000223658	2	43675151	43676322	WBGene00010162	I	12281221	12282615	15.5556	14.9847	
ENSG00000143952	2	63892146	64019072	WBGene00006934	V	10566365	10576419	25.6909	23.724	0
ENSG00000158158	2	96760902	96811891	WBGene00011260	III	3826378	3829205	20.2581	21.7452	0
ENSG00000158158	2	96760902	96811891	WBGene00016879	IV	17197905	17206845	33.2903	31.8126	0
ENSG00000158158	2	96760902	96811891	WBGene00016343	X	3036427	3045806	32.129	31.2422	0
ENSG00000124383	2	71130314	71150101	WBGene00013544	III	12152899	12160100	30.1028	31.6358	1
ENSG00000284820	2	219209772	219222738	WBGene00020706	V	349374	359016	11.7647	3.25733	0
ENSG00000115657	2	219209766	219219017	WBGene00001815	III	11091548	11099964	42.2803	44.4444	1
ENSG00000143947	2	55231903	55235853	WBGene00010654	I	11495521	11496245	28.8462	29.2208	
ENSG00000143947	2	55231903	55235853	WBGene00009378	X	9626135	9626849	29.4872	32.3944	
ENSG00000143947	2	55231903	55235853	WBGene00006725	III	3068306	3069210	56.4103	53.9877	
ENSG00000186487	2	1789113	2331664	WBGene00009939	I	9902943	9910545	13.6594	30.0557	0
ENSG00000186487	2	1789113	2331664	WBGene00010867	V	13370083	13380262	5.48061	14.2232	0
ENSG00000173166	2	203394345	203535410	WBGene00003243	III	8279108	8305832	17.28	27.7279	0
ENSG00000151693	2	9206765	9405683	WBGene00012359	III	10736893	10739824	7.55467	15.3535	0
ENSG00000151693	2	9206765	9405683	WBGene00017217	II	5425750	5429572	7.05765	13.4215	0
ENSG00000151693	2	9206765	9405683	WBGene00000566	III	10655018	10677521	13.3201	12.1048	0
ENSG00000198925	2	219219380	219229717	WBGene00020706	V	349374	359016	31.3468	28.5559	0
ENSG00000162994	2	55174791	55232563	WBGene00011867	III	10203821	10209704	20.1365	7.01963	0
ENSG00000008869	2	36968383	37084342	WBGene00015743	V	7205626	7214903	37.7595	37.6686	0
ENSG00000028116	2	57907629	58159920	WBGene00008423	III	10468107	10469503	14.7638	21.3675	
ENSG00000028116	2	57907629	58159920	WBGene00021639	I	3439370	3442188	14.1732	15.3846	
ENSG00000028116	2	57907629	58159920	WBGene00019561	V	835773	839099	11.2205	9.71039	
ENSG00000028116	2	57907629	58159920	WBGene00019562	V	840236	843667	11.6142	10.7664	
ENSG00000028116	2	57907629	58159920	WBGene00011283	V	12891523	12895872	16.5354	10.8247	
ENSG00000028116	2	57907629	58159920	WBGene00018202	X	16894884	16895916	12.5984	21.4765	
ENSG00000028116	2	57907629	58159920	WBGene00018203	X	16891991	16893148	12.2047	20.8054	
ENSG00000028116	2	57907629	58159920	WBGene00017714	X	8149563	8150716	13.5827	23.0769	
ENSG00000028116	2	57907629	58159920	WBGene00010555	X	14248053	14249846	8.66142	17.2549	
ENSG00000028116	2	57907629	58159920	WBGene00017895	II	5921967	5924838	27.3622	22.7869	
ENSG00000028116	2	57907629	58159920	WBGene00016946	I	6502167	6503920	15.3543	21.1382	
ENSG00000028116	2	57907629	58159920	WBGene00020381	I	6160054	6161665	14.9606	20.9945	
ENSG00000028116	2	57907629	58159920	WBGene00008662	I	10021702	10022872	5.11811	10.8787	
ENSG00000028116	2	57907629	58159920	WBGene00012637	IV	13472497	13474005	12.9921	21.4286	
ENSG00000028116	2	57907629	58159920	WBGene00016541	IV	5631895	5633379	12.9921	21.4286	
ENSG00000028116	2	57907629	58159920	WBGene00013744	III	12530374	12532291	7.48031	16.0338	
ENSG00000028116	2	57907629	58159920	WBGene00010719	II	14137838	14140069	11.811	16.3488	
ENSG00000028116	2	57907629	58159920	WBGene00022705	IV	5313405	5315525	13.3858	15.5606	
ENSG00000028116	2	57907629	58159920	WBGene00022032	I	664426	666900	12.0079	15.601	
ENSG00000028116	2	57907629	58159920	WBGene00022102	III	7456734	7458544	11.0236	14.6597	
ENSG00000028116	2	57907629	58159920	WBGene00014007	IV	10908131	10909306	12.4016	20.6557	
ENSG00000028116	2	57907629	58159920	WBGene00007448	IV	11162768	11164622	12.9921	17.3684	
ENSG00000028116	2	57907629	58159920	WBGene00019769	I	4763220	4765313	16.9291	19.59	
ENSG00000028116	2	57907629	58159920	WBGene00021109	I	4717623	4719575	16.9291	19.59	
ENSG00000028116	2	57907629	58159920	WBGene00020072	IV	5067320	5068652	12.2047	16.3158	
ENSG00000028116	2	57907629	58159920	WBGene00018123	IV	5257020	5258352	12.2047	16.3158	
ENSG00000028116	2	57907629	58159920	WBGene00044498	IV	5248578	5248938	1.9685	11.236	
ENSG00000028116	2	57907629	58159920	WBGene00012169	IV	10073404	10075166	14.3701	19.9454	
ENSG00000028116	2	57907629	58159920	WBGene00016673	III	5074698	5075968	10.2362	17.931	
ENSG00000028116	2	57907629	58159920	WBGene00016963	II	6579702	6581336	14.5669	17.5355	
ENSG00000028116	2	57907629	58159920	WBGene00018839	II	6627484	6629270	14.3701	17.217	
ENSG00000028116	2	57907629	58159920	WBGene00008088	X	11687000	11688269	9.64567	14.3695	
ENSG00000028116	2	57907629	58159920	WBGene00010692	X	13241109	13242278	9.44882	15.3846	
ENSG00000028116	2	57907629	58159920	WBGene00008883	X	14108545	14109714	10.0394	16.9435	
ENSG00000028116	2	57907629	58159920	WBGene00017725	X	16702442	16703440	7.08661	17.3913	
ENSG00000028116	2	57907629	58159920	WBGene00013868	X	10060525	10061681	10.6299	16.8224	
ENSG00000028116	2	57907629	58159920	WBGene00008464	X	14250512	14252146	9.84252	16.5016	
ENSG00000028116	2	57907629	58159920	WBGene00016765	IV	8654604	8656829	14.1732	14.3426	
ENSG00000028116	2	57907629	58159920	WBGene00022108	I	2915176	2918806	13.189	13.1115	
ENSG00000028116	2	57907629	58159920	WBGene00010176	IV	9528355	9529569	8.46457	13.354	
ENSG00000028116	2	57907629	58159920	WBGene00007335	IV	11253985	11255703	13.9764	17.5309	
ENSG00000028116	2	57907629	58159920	WBGene00017050	IV	7247543	7249437	12.7953	18.1059	
ENSG00000028116	2	57907629	58159920	WBGene00022707	IV	5295931	5297487	13.5827	18.75	
ENSG00000028116	2	57907629	58159920	WBGene00017803	III	4818042	4819073	8.66142	21.3592	
ENSG00000028116	2	57907629	58159920	WBGene00016388	I	10672737	10674864	11.0236	15.9544	
ENSG00000028116	2	57907629	58159920	WBGene00018004	I	5850038	5851828	11.2205	16.4265	
ENSG00000028116	2	57907629	58159920	WBGene00019642	V	6896999	6898497	11.4173	18.8312	
ENSG00000028116	2	57907629	58159920	WBGene00015893	II	5537835	5539004	4.52756	14.2857	
ENSG00000028116	2	57907629	58159920	WBGene00016111	II	5700170	5701408	9.44882	22.7488	
ENSG00000028116	2	57907629	58159920	WBGene00019119	II	5638381	5639752	4.92126	17.7305	
ENSG00000028116	2	57907629	58159920	WBGene00007269	III	4091126	4093311	11.811	17.5953	
ENSG00000028116	2	57907629	58159920	WBGene00020580	II	6634902	6636163	13.3858	18.8366	
ENSG00000028116	2	57907629	58159920	WBGene00008881	X	14100555	14101568	7.87402	18.9573	
ENSG00000028116	2	57907629	58159920	WBGene00010874	II	8473819	8475568	13.3858	18.8366	
ENSG00000028116	2	57907629	58159920	WBGene00009402	II	8246776	8248263	13.3858	18.8366	
ENSG00000028116	2	57907629	58159920	WBGene00020071	IV	5065746	5066987	13.9764	22.8296	
ENSG00000028116	2	57907629	58159920	WBGene00018122	IV	5258685	5259985	13.9764	22.8296	
ENSG00000028116	2	57907629	58159920	WBGene00012731	II	14095447	14097390	11.4173	21.0145	
ENSG00000028116	2	57907629	58159920	WBGene00018745	II	3912003	3913385	13.3858	20.7317	
ENSG00000028116	2	57907629	58159920	WBGene00007777	IV	12717831	12719391	12.5984	19.5719	
ENSG00000028116	2	57907629	58159920	WBGene00007049	V	14534446	14536309	12.9921	19.0751	
ENSG00000028116	2	57907629	58159920	WBGene00019459	III	8096736	8098216	13.9764	20.5202	
ENSG00000028116	2	57907629	58159920	WBGene00007305	IV	10090658	10092379	13.189	17.9625	
ENSG00000028116	2	57907629	58159920	WBGene00009324	IV	9887190	9889929	14.9606	13.5231	
ENSG00000028116	2	57907629	58159920	WBGene00013979	III	9101367	9103095	10.6299	14.4385	
ENSG00000028116	2	57907629	58159920	WBGene00013978	III	9099681	9101258	9.64567	14.8036	
ENSG00000028116	2	57907629	58159920	WBGene00019086	II	5005081	5008068	16.7323	11.1549	
ENSG00000028116	2	57907629	58159920	WBGene00020223	II	4668644	4671774	16.5354	11.0818	
ENSG00000028116	2	57907629	58159920	WBGene00007791	III	4423711	4429499	14.5669	6.95489	
ENSG00000028116	2	57907629	58159920	WBGene00019556	V	856849	862061	12.2047	9.77918	
ENSG00000028116	2	57907629	58159920	WBGene00016513	V	1482042	1484015	11.2205	17.2727	
ENSG00000119203	2	9423568	9473101	WBGene00013460	IV	13273911	13282878	55.848	54.0311	0
ENSG00000136720	2	128236716	128318577	WBGene00002031	X	5275567	5278813	35.2798	40.0552	1
ENSG00000168763	2	96816245	96833911	WBGene00011260	III	3826378	3829205	19.2362	18.8366	0
ENSG00000168763	2	96816245	96833911	WBGene00016879	IV	17197905	17206845	24.7525	21.5783	0
ENSG00000168763	2	96816245	96833911	WBGene00016343	X	3036427	3045806	24.611	21.8319	0
ENSG00000123607	2	165857475	165953843	WBGene00022696	III	6032696	6039475	29.7112	29.5317	1
ENSG00000277893	2	31522480	31581067	WBGene00014241	IV	9683617	9684473	33.0709	33.2016	1
ENSG00000277893	2	31522480	31581067	WBGene00008959	X	12365688	12367255	34.6457	36.214	1
ENSG00000277893	2	31522480	31581067	WBGene00009635	X	12350578	12351788	36.2205	37.8601	1
ENSG00000136546	2	166403573	166494326	WBGene00001187	IV	7405460	7418733	21.0464	18.8599	
ENSG00000136546	2	166403573	166494326	WBGene00000367	X	7847682	7875954	17.8954	15.9682	
ENSG00000115128	2	24067584	24076443	WBGene00016808	II	98404	98961	67.2	60.8696	1
ENSG00000115649	2	219171897	219178106	WBGene00017311	V	7196916	7198437	15.122	19.4357	0
ENSG00000163121	2	96497643	96508109	WBGene00017342	X	17383125	17391615	31.2977	13.2901	0
ENSG00000136709	2	127701022	127811187	WBGene00011051	II	14358366	14361701	25.2246	41.0976	1
ENSG00000184945	2	240691845	240698483	WBGene00000178	II	9768357	9769847	18.8925	20.7143	0
ENSG00000184945	2	240691845	240698483	WBGene00000179	III	13673280	13674746	18.8925	20.7885	0
ENSG00000184945	2	240691845	240698483	WBGene00000177	I	9605896	9609025	17.9153	20.4461	0
ENSG00000115756	2	10302889	10427617	WBGene00015867	X	17617827	17619458	30.0518	27.4882	
ENSG00000115756	2	10302889	10427617	WBGene00003564	I	10033461	10034816	48.1865	48.9474	
ENSG00000115419	2	190880827	190965552	WBGene00009271	I	7826442	7831629	36.1734	41.5094	1
ENSG00000115419	2	190880827	190965552	WBGene00007480	II	14720552	14733524	37.9671	29.6729	1
ENSG00000115419	2	190880827	190965552	WBGene00008435	II	8008619	8011633	38.864	42.9752	1
ENSG00000115368	2	189441433	189475565	WBGene00013862	V	10737116	10739350	6.38554	10.5788	
ENSG00000115368	2	189441433	189475565	WBGene00006474	III	3705265	3706784	6.62651	14.6277	
ENSG00000188542	2	240560054	240564014	WBGene00003043	IV	6842964	6845805	23.2955	10.7612	
ENSG00000188542	2	240560054	240564014	WBGene00009142	I	7656978	7658291	21.0227	16.3717	
ENSG00000240857	2	18554723	18560680	WBGene00017082	V	210148	212787	32.1429	32.0475	0
ENSG00000240857	2	18554723	18560680	WBGene00017131	II	7208773	7210287	32.1429	33.8558	0
ENSG00000240857	2	18554723	18560680	WBGene00017971	II	7256112	7258112	21.7262	28.4047	0
ENSG00000240857	2	18554723	18560680	WBGene00000971	II	7206990	7208460	29.7619	30.3951	0
ENSG00000240857	2	18554723	18560680	WBGene00010762	II	14503297	14504919	27.9762	29.8413	0
ENSG00000240857	2	18554723	18560680	WBGene00000972	II	14498026	14499755	29.4643	26.1214	0
ENSG00000143727	2	264140	278283	WBGene00022379	IV	2713907	2716574	44.9367	43.2927	0
ENSG00000176887	2	5692667	5701385	WBGene00001182	X	5663837	5674060	14.059	13.1915	0
ENSG00000176887	2	5692667	5701385	WBGene00015716	X	3505286	3511529	13.1519	22.3077	0
ENSG00000115415	2	190964358	191020960	WBGene00010251	V	9741206	9744326	17.0667	22.575	0
ENSG00000143891	2	38665910	38741237	WBGene00044734	V	2392772	2394147	30.117	31.2121	1
ENSG00000143891	2	38665910	38741237	WBGene00015270	V	2501051	2502426	30.117	31.2121	1
ENSG00000163792	2	27149004	27156974	WBGene00001953	X	8116636	8120133	14.0187	16.8539	
ENSG00000163792	2	27149004	27156974	WBGene00001956	IV	8478577	8479446	11.6822	16.6667	
ENSG00000157884	2	26581202	26641368	WBGene00009260	I	9472642	9474794	37.8378	34.8259	0
ENSG00000157884	2	26581202	26641368	WBGene00014109	V	10202538	10203485	26.4865	25.1282	0
ENSG00000157884	2	26581202	26641368	WBGene00019108	V	3037812	3039382	23.2432	22.0513	0
ENSG00000171103	2	28849821	28870301	WBGene00012192	I	12730011	12732753	11.5304	17.6282	0
ENSG00000115760	2	32357028	32618899	WBGene00006712	X	7050577	7055667	5.92959	39.5604	0
ENSG00000188886	2	96123850	96138436	WBGene00003522	V	9478163	9479601	18.0974	26.7123	0
ENSG00000188886	2	96123850	96138436	WBGene00003533	IV	13170544	13173694	27.1462	23.2604	0
ENSG00000188886	2	96123850	96138436	WBGene00003521	V	2466762	2468504	15.7773	25	0
ENSG00000188886	2	96123850	96138436	WBGene00021221	V	2358801	2360543	15.7773	25	0
ENSG00000241119	2	233671853	233773300	WBGene00011006	V	10096305	10098597	20.7547	20.5224	
ENSG00000241119	2	233671853	233773300	WBGene00015141	X	525929	530289	19.434	19.3974	
ENSG00000241119	2	233671853	233773300	WBGene00015965	V	5545669	5548073	19.2453	19.3916	
ENSG00000241119	2	233671853	233773300	WBGene00018206	V	4742427	4745373	24.3396	24.3396	
ENSG00000241119	2	233671853	233773300	WBGene00010904	III	4537277	4540644	24.3396	24.2938	
ENSG00000241119	2	233671853	233773300	WBGene00008097	V	12827770	12830109	21.8868	21.7228	
ENSG00000241119	2	233671853	233773300	WBGene00007422	V	10102592	10104946	18.4906	18.1481	
ENSG00000241119	2	233671853	233773300	WBGene00013900	V	12820265	12822758	22.4528	22.3265	
ENSG00000241119	2	233671853	233773300	WBGene00016959	V	6850538	6851900	8.30189	15.6584	
ENSG00000241119	2	233671853	233773300	WBGene00015692	I	4731603	4735276	20.1887	20.1507	
ENSG00000241119	2	233671853	233773300	WBGene00007072	V	10395663	10397817	20.9434	20.983	
ENSG00000241119	2	233671853	233773300	WBGene00007073	V	10398717	10401307	19.8113	19.774	
ENSG00000241119	2	233671853	233773300	WBGene00016013	III	6192116	6194580	20.1887	20.1128	
ENSG00000241119	2	233671853	233773300	WBGene00015694	I	4724065	4726779	20.9434	21.1027	
ENSG00000241119	2	233671853	233773300	WBGene00015695	I	4721131	4723960	20.9434	20.983	
ENSG00000241119	2	233671853	233773300	WBGene00018543	V	3841859	3844007	19.434	19.5446	
ENSG00000241119	2	233671853	233773300	WBGene00015577	V	3503130	3506352	20.566	21.7565	
ENSG00000241119	2	233671853	233773300	WBGene00018931	IV	778784	784182	24.717	24.2144	
ENSG00000241119	2	233671853	233773300	WBGene00009255	V	10654417	10656976	22.4528	22.6236	
ENSG00000241119	2	233671853	233773300	WBGene00044286	V	10651995	10654265	18.6792	18.4701	
ENSG00000241119	2	233671853	233773300	WBGene00007946	V	10493406	10496477	20.7547	21.0728	
ENSG00000241119	2	233671853	233773300	WBGene00017333	V	7145656	7147470	19.434	19.6941	
ENSG00000241119	2	233671853	233773300	WBGene00017329	V	7157142	7159190	20.1887	20.4589	
ENSG00000241119	2	233671853	233773300	WBGene00015449	V	5108180	5110791	19.434	20.3557	
ENSG00000241119	2	233671853	233773300	WBGene00008486	IV	10469741	10471899	18.1132	17.7122	
ENSG00000241119	2	233671853	233773300	WBGene00017959	V	647188	649741	20.566	20.6831	
ENSG00000241119	2	233671853	233773300	WBGene00017336	V	7161068	7163595	21.1321	21.2524	
ENSG00000241119	2	233671853	233773300	WBGene00019234	V	4903930	4905918	18.4906	18.4557	
ENSG00000241119	2	233671853	233773300	WBGene00020594	V	4898217	4900082	20	19.7761	
ENSG00000241119	2	233671853	233773300	WBGene00020587	V	4896028	4897969	19.2453	19.137	
ENSG00000241119	2	233671853	233773300	WBGene00019235	V	4901374	4903010	17.3585	19.3684	
ENSG00000241119	2	233671853	233773300	WBGene00019233	V	4906253	4908258	19.2453	19.209	
ENSG00000241119	2	233671853	233773300	WBGene00019232	V	4908868	4911399	18.4906	18.4211	
ENSG00000241119	2	233671853	233773300	WBGene00020593	V	4892588	4895071	18.6792	18.5741	
ENSG00000241119	2	233671853	233773300	WBGene00020592	V	4887187	4889629	20.3774	20.2247	
ENSG00000241119	2	233671853	233773300	WBGene00044282	V	4884790	4885420	4.33962	15.0327	
ENSG00000241119	2	233671853	233773300	WBGene00015693	I	4727280	4730366	22.6415	22.3464	
ENSG00000241119	2	233671853	233773300	WBGene00021709	V	696523	699614	22.0755	21.8284	
ENSG00000241119	2	233671853	233773300	WBGene00011340	V	15121729	15125228	20.3774	20.1869	
ENSG00000241119	2	233671853	233773300	WBGene00017332	V	7141942	7145318	20.9434	21.0227	
ENSG00000241119	2	233671853	233773300	WBGene00017315	V	7167009	7169281	21.3208	21.2008	
ENSG00000241119	2	233671853	233773300	WBGene00017334	V	7148688	7150692	19.2453	20.6478	
ENSG00000241119	2	233671853	233773300	WBGene00017331	V	7139477	7141964	22.0755	22.2433	
ENSG00000241119	2	233671853	233773300	WBGene00015369	V	5175026	5177271	21.8868	22.1374	
ENSG00000241119	2	233671853	233773300	WBGene00015370	V	5178338	5181456	8.67924	21.6981	
ENSG00000241119	2	233671853	233773300	WBGene00015371	V	5191130	5192531	10.1887	17.0347	
ENSG00000241119	2	233671853	233773300	WBGene00013901	V	12825024	12827432	20.1887	20.0375	
ENSG00000241119	2	233671853	233773300	WBGene00019379	V	6568954	6570882	15.283	20	
ENSG00000241119	2	233671853	233773300	WBGene00007402	III	9676320	9679051	19.0566	19.9211	
ENSG00000241119	2	233671853	233773300	WBGene00011452	V	12255547	12258804	19.0566	19.7266	
ENSG00000241119	2	233671853	233773300	WBGene00011453	V	12258982	12261205	20	20.229	
ENSG00000241119	2	233671853	233773300	WBGene00013905	V	12793020	12795336	20.9434	20.7477	
ENSG00000241119	2	233671853	233773300	WBGene00015739	V	4997048	5000558	21.1321	21.1321	
ENSG00000241119	2	233671853	233773300	WBGene00013906	V	12790698	12792965	21.6981	21.5356	
ENSG00000241119	2	233671853	233773300	WBGene00019516	IV	6080907	6083592	21.1321	21.172	
ENSG00000241119	2	233671853	233773300	WBGene00019515	IV	6076692	6079945	20.1887	20.1128	
ENSG00000241119	2	233671853	233773300	WBGene00007885	IV	9500311	9502568	21.8868	21.7228	
ENSG00000241119	2	233671853	233773300	WBGene00007455	IV	13639260	13644402	23.2075	23.0337	
ENSG00000241119	2	233671853	233773300	WBGene00012788	IV	16744866	16755720	5.66038	19.8675	
ENSG00000244122	2	233681938	233773299	WBGene00011006	V	10096305	10098597	20.9434	20.709	
ENSG00000244122	2	233681938	233773299	WBGene00015141	X	525929	530289	18.8679	18.8324	
ENSG00000244122	2	233681938	233773299	WBGene00015965	V	5545669	5548073	19.434	19.5817	
ENSG00000244122	2	233681938	233773299	WBGene00018206	V	4742427	4745373	23.5849	23.5849	
ENSG00000244122	2	233681938	233773299	WBGene00010904	III	4537277	4540644	23.7736	23.7288	
ENSG00000244122	2	233681938	233773299	WBGene00008097	V	12827770	12830109	21.5094	21.3483	
ENSG00000244122	2	233681938	233773299	WBGene00007422	V	10102592	10104946	18.3019	17.963	
ENSG00000244122	2	233681938	233773299	WBGene00013900	V	12820265	12822758	22.4528	22.3265	
ENSG00000244122	2	233681938	233773299	WBGene00016959	V	6850538	6851900	8.30189	15.6584	
ENSG00000244122	2	233681938	233773299	WBGene00015692	I	4731603	4735276	19.8113	19.774	
ENSG00000244122	2	233681938	233773299	WBGene00007072	V	10395663	10397817	20.9434	20.983	
ENSG00000244122	2	233681938	233773299	WBGene00007073	V	10398717	10401307	19.434	19.3974	
ENSG00000244122	2	233681938	233773299	WBGene00016013	III	6192116	6194580	19.8113	19.7368	
ENSG00000244122	2	233681938	233773299	WBGene00015694	I	4724065	4726779	20.566	20.7224	
ENSG00000244122	2	233681938	233773299	WBGene00015695	I	4721131	4723960	20	20.0378	
ENSG00000244122	2	233681938	233773299	WBGene00018543	V	3841859	3844007	19.434	19.5446	
ENSG00000244122	2	233681938	233773299	WBGene00015577	V	3503130	3506352	20	21.1577	
ENSG00000244122	2	233681938	233773299	WBGene00018931	IV	778784	784182	24.1509	23.6599	
ENSG00000244122	2	233681938	233773299	WBGene00009255	V	10654417	10656976	21.6981	21.8631	
ENSG00000244122	2	233681938	233773299	WBGene00044286	V	10651995	10654265	18.3019	18.097	
ENSG00000244122	2	233681938	233773299	WBGene00007946	V	10493406	10496477	20	20.3065	
ENSG00000244122	2	233681938	233773299	WBGene00017333	V	7145656	7147470	18.6792	18.9293	
ENSG00000244122	2	233681938	233773299	WBGene00017329	V	7157142	7159190	19.434	19.6941	
ENSG00000244122	2	233681938	233773299	WBGene00015449	V	5108180	5110791	18.8679	19.7628	
ENSG00000244122	2	233681938	233773299	WBGene00008486	IV	10469741	10471899	17.9245	17.5277	
ENSG00000244122	2	233681938	233773299	WBGene00017959	V	647188	649741	20.9434	21.0626	
ENSG00000244122	2	233681938	233773299	WBGene00017336	V	7161068	7163595	21.3208	21.4421	
ENSG00000244122	2	233681938	233773299	WBGene00019234	V	4903930	4905918	17.9245	17.8908	
ENSG00000244122	2	233681938	233773299	WBGene00020594	V	4898217	4900082	19.6226	19.403	
ENSG00000244122	2	233681938	233773299	WBGene00020587	V	4896028	4897969	19.2453	19.137	
ENSG00000244122	2	233681938	233773299	WBGene00019235	V	4901374	4903010	16.9811	18.9474	
ENSG00000244122	2	233681938	233773299	WBGene00019233	V	4906253	4908258	19.0566	19.0207	
ENSG00000244122	2	233681938	233773299	WBGene00019232	V	4908868	4911399	18.4906	18.4211	
ENSG00000244122	2	233681938	233773299	WBGene00020593	V	4892588	4895071	17.9245	17.8236	
ENSG00000244122	2	233681938	233773299	WBGene00020592	V	4887187	4889629	20.1887	20.0375	
ENSG00000244122	2	233681938	233773299	WBGene00044282	V	4884790	4885420	4.5283	15.6863	
ENSG00000244122	2	233681938	233773299	WBGene00015693	I	4727280	4730366	22.2642	21.9739	
ENSG00000244122	2	233681938	233773299	WBGene00021709	V	696523	699614	22.0755	21.8284	
ENSG00000244122	2	233681938	233773299	WBGene00011340	V	15121729	15125228	20.3774	20.1869	
ENSG00000244122	2	233681938	233773299	WBGene00017332	V	7141942	7145318	20.7547	20.8333	
ENSG00000244122	2	233681938	233773299	WBGene00017315	V	7167009	7169281	21.1321	21.0131	
ENSG00000244122	2	233681938	233773299	WBGene00017334	V	7148688	7150692	18.8679	20.2429	
ENSG00000244122	2	233681938	233773299	WBGene00017331	V	7139477	7141964	21.6981	21.8631	
ENSG00000244122	2	233681938	233773299	WBGene00015369	V	5175026	5177271	22.0755	22.3282	
ENSG00000244122	2	233681938	233773299	WBGene00015370	V	5178338	5181456	8.86792	22.1698	
ENSG00000244122	2	233681938	233773299	WBGene00015371	V	5191130	5192531	10.566	17.6656	
ENSG00000244122	2	233681938	233773299	WBGene00013901	V	12825024	12827432	19.6226	19.4757	
ENSG00000244122	2	233681938	233773299	WBGene00019379	V	6568954	6570882	14.9057	19.5062	
ENSG00000244122	2	233681938	233773299	WBGene00007402	III	9676320	9679051	19.0566	19.9211	
ENSG00000244122	2	233681938	233773299	WBGene00011452	V	12255547	12258804	18.8679	19.5312	
ENSG00000244122	2	233681938	233773299	WBGene00011453	V	12258982	12261205	19.8113	20.0382	
