From	To	Species	Gene Name
190895	NM_001307193	Caenorhabditis elegans	Ligand-Gated ion Channel(lgc-19)
190895	NM_070504	Caenorhabditis elegans	Ligand-Gated ion Channel(lgc-19)
191943	NM_070907	Caenorhabditis elegans	Serpentine Receptor, class J(srj-25)
190894	NM_070502	Caenorhabditis elegans	hypothetical protein(Y105C5B.14)
190893	NM_001276898	Caenorhabditis elegans	hypothetical protein(Y105C5B.11)
190893	NM_070499	Caenorhabditis elegans	hypothetical protein(Y105C5B.11)
190892	NM_070498	Caenorhabditis elegans	Serpentine Receptor, class V(srv-16)
190891	NM_001307191	Caenorhabditis elegans	hypothetical protein(Y105C5B.8)
190891	NM_070496	Caenorhabditis elegans	hypothetical protein(Y105C5B.8)
191949	NM_071367	Caenorhabditis elegans	Serpentine Receptor, class J(srj-45)
191948	NM_071368	Caenorhabditis elegans	Serpentine Receptor, class J(srj-44)
189329	NM_064776	Caenorhabditis elegans	hypothetical protein(W10C4.1)
191945	NM_070948	Caenorhabditis elegans	Serpentine receptor class J-38(srj-38)
191944	NM_001269155	Caenorhabditis elegans	Serpentine Receptor, class J(srj-32)
191944	NM_001269154	Caenorhabditis elegans	Serpentine Receptor, class J(srj-32)
191947	NM_071739	Caenorhabditis elegans	Serpentine Receptor, class J(srj-40)
191946	NM_071740	Caenorhabditis elegans	Serpentine Receptor, class J(srj-39)
189328	NM_064398	Caenorhabditis elegans	hypothetical protein(W09H1.4)
6418763	NM_001129522	Caenorhabditis elegans	hypothetical protein(T01G5.8)
6418760	NM_001129517	Caenorhabditis elegans	hypothetical protein(R11G10.4)
6418761	NM_001129518	Caenorhabditis elegans	hypothetical protein(R13H4.2)
6418761	NM_001276935	Caenorhabditis elegans	hypothetical protein(R13H4.2)
6418761	NR_102077	Caenorhabditis elegans	hypothetical protein(R13H4.2)
6418761	NR_023977	Caenorhabditis elegans	hypothetical protein(R13H4.2)
6418761	NM_001269449	Caenorhabditis elegans	hypothetical protein(R13H4.2)
189325	NM_067655	Caenorhabditis elegans	hypothetical protein(W09G12.8)
3565252	NM_001028118	Caenorhabditis elegans	hypothetical protein(K08F4.12)
6418739	NM_001129492	Caenorhabditis elegans	MARCH (Membrane-Associated Ring finger (C3HC4)) homolog(marc-1)
3565253	AJ487543	Caenorhabditis elegans	CAAX prenyl protease 2 homolog(fce-2)
3565253	NM_001028776	Caenorhabditis elegans	CAAX prenyl protease 2 homolog(fce-2)
3565250	NM_001026280	Caenorhabditis elegans	hypothetical protein(F36A2.14)
3565251	NM_001027260	Caenorhabditis elegans	hypothetical protein(Y39G8B.10)
6418735	NM_001129463	Caenorhabditis elegans	hypothetical protein(F28B1.9)
6418736	NM_001129531	Caenorhabditis elegans	hypothetical protein(T05E12.8)
6418737	NM_001129464	Caenorhabditis elegans	hypothetical protein(F32D8.15)
6418738	NM_001129467	Caenorhabditis elegans	hypothetical protein(F38B7.10)
6418731	NM_001129453	Caenorhabditis elegans	hypothetical protein(F20E11.17)
6418732	NM_001129458	Caenorhabditis elegans	hypothetical protein(F26D11.12)
6418733	NM_001129459	Caenorhabditis elegans	hypothetical protein(F26D11.13)
6418734	NM_001129461	Caenorhabditis elegans	hypothetical protein(F26F2.9)
189315	NM_067024	Caenorhabditis elegans	Seven TM Receptor(str-261)
6418730	NM_001129451	Caenorhabditis elegans	hypothetical protein(F18E3.13)
189316	NM_067025	Caenorhabditis elegans	Seven TM Receptor(str-246)
189310	NM_059029	Caenorhabditis elegans	hypothetical protein(W09C3.2)
189311	NM_059027	Caenorhabditis elegans	hypothetical protein(W09C3.3)
189312	NM_059031	Caenorhabditis elegans	hypothetical protein(W09C3.8)
189313	NM_060988	Caenorhabditis elegans	INSulin related(ins-33)
3565257	NM_001028366	Caenorhabditis elegans	hypothetical protein(Y59E9AL.3)
3565256	NM_001026965	Caenorhabditis elegans	hypothetical protein(F33A8.10)
3565255	NM_001028856	Caenorhabditis elegans	hypothetical protein(K03B8.11)
3565254	NM_001028239	Caenorhabditis elegans	hypothetical protein(W02A2.9)
189319	NM_074278	Caenorhabditis elegans	Serpentine receptor class gamma(srg-55)
3565259	NM_069547	Caenorhabditis elegans	Zinc finger In Meiosis(zim-1)
3565259	NM_001276847	Caenorhabditis elegans	Zinc finger In Meiosis(zim-1)
3565259	NM_001136397	Caenorhabditis elegans	Zinc finger In Meiosis(zim-1)
3565259	NM_001276848	Caenorhabditis elegans	Zinc finger In Meiosis(zim-1)
13212644	NM_001269116	Caenorhabditis elegans	hypothetical protein(K03B4.8)
3565258	NM_001028793	Caenorhabditis elegans	hypothetical protein(F53F8.6)
13212643	NM_001269115	Caenorhabditis elegans	hypothetical protein(K03B4.9)
3565260	NM_058769	Caenorhabditis elegans	C. elegans CEntrosomal Protein(ccep-290)
3565262	NM_001029152	Caenorhabditis elegans	hypothetical protein(B0403.6)
3565263	NM_001025811	Caenorhabditis elegans	hypothetical protein(C06A5.12)
6418748	NM_001129490	Caenorhabditis elegans	hypothetical protein(F58B4.7)
6418749	NM_001129424	Caenorhabditis elegans	hypothetical protein(D1086.17)
6418746	NM_001129486	Caenorhabditis elegans	hypothetical protein(F55C9.14)
6418747	NM_001129488	Caenorhabditis elegans	hypothetical protein(F57B1.9)
6418747	NM_001129487	Caenorhabditis elegans	hypothetical protein(F57B1.9)
6418747	NM_001269555	Caenorhabditis elegans	hypothetical protein(F57B1.9)
6418744	NM_001129477	Caenorhabditis elegans	hypothetical protein(F53F4.18)
6418745	NM_001129483	Caenorhabditis elegans	hypothetical protein(F55B12.10)
6418742	NM_001129473	Caenorhabditis elegans	hypothetical protein(F49H6.17)
6418743	NM_001129472	Caenorhabditis elegans	hypothetical protein(F49H6.15)
189305	NM_061520	Caenorhabditis elegans	hypothetical protein(W09B6.5)
6418740	NM_001129470	Caenorhabditis elegans	TransThyretin-Related family domain(ttr-57)
189306	NM_072870	Caenorhabditis elegans	hypothetical protein(W09B7.1)
189304	NM_001047715	Caenorhabditis elegans	hypothetical protein(W08G11.3)
189304	NM_001047714	Caenorhabditis elegans	hypothetical protein(W08G11.3)
189301	NM_061362	Caenorhabditis elegans	F-box B protein(fbxb-14)
189302	NM_061364	Caenorhabditis elegans	hypothetical protein(W08F4.10)
189300	NM_061359	Caenorhabditis elegans	hypothetical protein(W08F4.7)
3565266	NM_001028568	Caenorhabditis elegans	Serpentine Receptor, class Z(srz-43)
3565265	NM_001026268	Caenorhabditis elegans	hypothetical protein(F32A7.8)
3565268	NM_001306842	Caenorhabditis elegans	hypothetical protein(Y4C6B.7)
3565268	NM_001028309	Caenorhabditis elegans	hypothetical protein(Y4C6B.7)
3565267	NM_001026555	Caenorhabditis elegans	hypothetical protein(Y18D10A.26)
189309	NM_059032	Caenorhabditis elegans	hypothetical protein(W09C3.1)
3565269	NM_068603	Caenorhabditis elegans	hypothetical protein(F38A5.2)
3565269	NM_068604	Caenorhabditis elegans	hypothetical protein(F38A5.2)
189307	NM_072869	Caenorhabditis elegans	hypothetical protein(W09B7.2)
189308	NM_072868	Caenorhabditis elegans	hypothetical protein(W09B7.3)
3565274	NM_001028907	Caenorhabditis elegans	hypothetical protein(R11G10.3)
6418717	NM_001129431	Caenorhabditis elegans	hypothetical protein(F09C6.16)
191910	NM_061899	Caenorhabditis elegans	Serpentine Receptor, class I(sri-36)
3565275	NM_060472	Caenorhabditis elegans	hypothetical protein(Y52B11C.1)
13212671	NM_001269122	Caenorhabditis elegans	hypothetical protein(Y60C6A.2)
6418718	NM_001129434	Caenorhabditis elegans	hypothetical protein(F10A3.17)
3565272	NM_001027057	Caenorhabditis elegans	hypothetical protein(K01A2.4)
3565272	NM_001313629	Caenorhabditis elegans	hypothetical protein(K01A2.4)
6418719	NM_001129435	Caenorhabditis elegans	hypothetical protein(F11A5.17)
3565273	NM_066958	Caenorhabditis elegans	hypothetical protein(Y39A1A.22)
3565270	NM_001026173	Caenorhabditis elegans	Serpentine Receptor, class BC (class B-like)(srbc-78)
6418710	NM_001330825	Caenorhabditis elegans	hypothetical protein(C49G7.12)
6418710	NM_001129413	Caenorhabditis elegans	hypothetical protein(C49G7.12)
6418712	NM_001129420	Caenorhabditis elegans	hypothetical protein(C54D10.13)
6418713	NM_001129426	Caenorhabditis elegans	hypothetical protein(D1086.19)
6418714	NM_001129425	Caenorhabditis elegans	hypothetical protein(D1086.18)
6418715	NM_001269382	Caenorhabditis elegans	hypothetical protein(F07B10.7)
6418715	NM_001269383	Caenorhabditis elegans	hypothetical protein(F07B10.7)
6418716	NM_001129430	Caenorhabditis elegans	hypothetical protein(F09C6.15)
13192946	NM_001307507	Caenorhabditis elegans	hypothetical protein(ZK180.8)
13192946	NM_001268334	Caenorhabditis elegans	hypothetical protein(ZK180.8)
28661658	NM_001047351	Caenorhabditis elegans	hypothetical protein(T28D9.4)
28661658	NM_001330950	Caenorhabditis elegans	hypothetical protein(T28D9.4)
28661657	NM_001330936	Caenorhabditis elegans	hypothetical protein(T27C10.9)
28661656	NM_064757	Caenorhabditis elegans	SeQueSTosome related(sqst-5)
28661655	NM_001330965	Caenorhabditis elegans	hypothetical protein(T16G12.12)
28661654	NM_001330944	Caenorhabditis elegans	hypothetical protein(T16A1.10)
187198	NM_076160	Caenorhabditis elegans	hypothetical protein(K09C4.9)
28661653	NM_001330916	Caenorhabditis elegans	hypothetical protein(T01H10.11)
191919	NM_062069	Caenorhabditis elegans	Serpentine Receptor, class I(sri-48)
187199	NR_132487	Caenorhabditis elegans	hypothetical protein(K09C6.2)
187199	NR_132488	Caenorhabditis elegans	hypothetical protein(K09C6.2)
187199	NR_132485	Caenorhabditis elegans	hypothetical protein(K09C6.2)
187199	NR_132486	Caenorhabditis elegans	hypothetical protein(K09C6.2)
187199	NM_070943	Caenorhabditis elegans	hypothetical protein(K09C6.2)
28661652	NM_001330823	Caenorhabditis elegans	hypothetical protein(K09D9.14)
28661651	NM_001330843	Caenorhabditis elegans	hypothetical protein(H43I07.4)
191917	NM_061381	Caenorhabditis elegans	Serpentine Receptor, class I(sri-45)
13218210	NM_001269869	Caenorhabditis elegans	hypothetical protein(ZK262.19)
191915	NM_062056	Caenorhabditis elegans	Serpentine Receptor, class I(sri-42)
191916	NM_062057	Caenorhabditis elegans	Serpentine Receptor, class I(sri-43)
3565279	NM_001028259	Caenorhabditis elegans	Helix Loop Helix(hlh-32)
13218215	NM_001269870	Caenorhabditis elegans	hypothetical protein(ZK262.20)
191913	NM_061900	Caenorhabditis elegans	Serpentine Receptor, class I(sri-39)
3565278	NM_001029264	Caenorhabditis elegans	hypothetical protein(C30F2.4)
191914	NM_001027250	Caenorhabditis elegans	Serpentine Receptor, class I(sri-40)
3565277	NM_001028541	Caenorhabditis elegans	Serpentine Receptor, class H(srh-290)
191911	NM_061910	Caenorhabditis elegans	Serpentine Receptor, class I(sri-37)
3565276	NM_001028520	Caenorhabditis elegans	Serpentine Receptor, class BC (class B-like)(srbc-84)
191912	NM_061904	Caenorhabditis elegans	Serpentine Receptor, class I(sri-38)
3565283	NM_001029141	Caenorhabditis elegans	hypothetical protein(ZK287.9)
3565284	NM_001029270	Caenorhabditis elegans	hypothetical protein(C34F6.11)
3565285	NM_001025832	Caenorhabditis elegans	hypothetical protein(C17H1.9)
3565286	NM_001027527	Caenorhabditis elegans	hypothetical protein(R01H2.7)
6418729	NM_001129450	Caenorhabditis elegans	hypothetical protein(F18E3.12)
3565280	NM_001028827	Caenorhabditis elegans	Seven TM Receptor(str-93)
3565282	NM_001268449	Caenorhabditis elegans	hypothetical protein(C46C2.6)
3565282	NM_001047461	Caenorhabditis elegans	hypothetical protein(C46C2.6)
3565282	NM_001047460	Caenorhabditis elegans	hypothetical protein(C46C2.6)
187195	NM_076164	Caenorhabditis elegans	hypothetical protein(K09C4.5)
6418722	NM_001129440	Caenorhabditis elegans	hypothetical protein(F13A7.14)
187194	NM_076165	Caenorhabditis elegans	hypothetical protein(K09C4.4)
6418723	NM_001129443	Caenorhabditis elegans	hypothetical protein(F14D7.14)
187197	NM_076161	Caenorhabditis elegans	hypothetical protein(K09C4.7)
6418720	NM_001129437	Caenorhabditis elegans	C-type LECtin(clec-253)
187196	NM_076162	Caenorhabditis elegans	hypothetical protein(K09C4.6)
6418721	NM_001129438	Caenorhabditis elegans	hypothetical protein(F11D11.12)
6418726	NM_001129447	Caenorhabditis elegans	hypothetical protein(F14H8.8)
187190	NM_001268816	Caenorhabditis elegans	Polynucleotide 5'-hydroxyl-kinase nol-9(nol-9)
187190	NM_001268815	Caenorhabditis elegans	Polynucleotide 5'-hydroxyl-kinase nol-9(nol-9)
6418727	NM_001269545	Caenorhabditis elegans	hypothetical protein(F15B9.10)
6418727	NM_001269544	Caenorhabditis elegans	hypothetical protein(F15B9.10)
187193	NM_076167	Caenorhabditis elegans	hypothetical protein(K09C4.2)
6418724	NM_001129442	Caenorhabditis elegans	hypothetical protein(F14D7.12)
187192	NM_070188	Caenorhabditis elegans	hypothetical protein(K09B11.4)
6418725	NM_001129444	Caenorhabditis elegans	hypothetical protein(F14H3.14)
191908	NM_062061	Caenorhabditis elegans	Serpentine Receptor, class I(sri-33)
187188	NM_068014	Caenorhabditis elegans	hypothetical protein(K09B3.1)
187188	NM_001307319	Caenorhabditis elegans	hypothetical protein(K09B3.1)
187188	NM_001307318	Caenorhabditis elegans	hypothetical protein(K09B3.1)
28661663	NM_001330959	Caenorhabditis elegans	hypothetical protein(ZK938.11)
191909	NM_062062	Caenorhabditis elegans	Serpentine Receptor, class I(sri-34)
28661660	NM_001330868	Caenorhabditis elegans	hypothetical protein(Y47D7A.19)
191904	NM_062030	Caenorhabditis elegans	Serpentine Receptor, class I(sri-29)
191905	NM_062031	Caenorhabditis elegans	Serpentine Receptor, class I(sri-30)
28661662	NM_001330850	Caenorhabditis elegans	hypothetical protein(ZC132.3)
191906	NM_062033	Caenorhabditis elegans	Serpentine Receptor, class I(sri-31)
28661661	NM_001330970	Caenorhabditis elegans	hypothetical protein(Y56A3A.41)
191907	NM_062060	Caenorhabditis elegans	Serpentine Receptor, class I(sri-32)
3565288	NM_001026660	Caenorhabditis elegans	GRounDhog (hedgehog-like family)(grd-15)
191900	NM_001313122	Caenorhabditis elegans	Serpentine Receptor, class I(sri-4)
191900	NM_070912	Caenorhabditis elegans	Serpentine Receptor, class I(sri-4)
3565287	NM_001026470	Caenorhabditis elegans	hypothetical protein(T26E3.10)
191901	NM_071593	Caenorhabditis elegans	Serpentine Receptor, class I(sri-21)
191902	NM_071089	Caenorhabditis elegans	Serpentine Receptor, class I(sri-27)
3565289	NM_001028212	Caenorhabditis elegans	Serpentine Receptor, class V(srv-28)
191903	NM_062032	Caenorhabditis elegans	Serpentine Receptor, class I(sri-28)
190802	NM_067844	Caenorhabditis elegans	UBiquitin Conjugating enzyme(ubc-8)
190803	NM_058394	Caenorhabditis elegans	Zinc metalloproteinase nas-30(nas-30)
190800	NM_067848	Caenorhabditis elegans	hypothetical protein(Y94H6A.2)
190801	NM_067841	Caenorhabditis elegans	Glutathione peroxidase(gpx-4)
190806	NM_058384	Caenorhabditis elegans	hypothetical protein(Y95B8A.8)
190805	NM_058390	Caenorhabditis elegans	hypothetical protein(Y95B8A.4)
190808	NM_001129083	Caenorhabditis elegans	Phosphodiesterase(pde-6)
190808	NM_058386	Caenorhabditis elegans	Phosphodiesterase(pde-6)
190808	NM_001306261	Caenorhabditis elegans	Phosphodiesterase(pde-6)
190809	NM_058388	Caenorhabditis elegans	High Incidence of Males (increased X chromosome loss)(him-19)
190809	NM_001306262	Caenorhabditis elegans	High Incidence of Males (increased X chromosome loss)(him-19)
190809	NM_001306263	Caenorhabditis elegans	High Incidence of Males (increased X chromosome loss)(him-19)
182969	NM_063090	Caenorhabditis elegans	hypothetical protein(C27H5.6)
13199210	NM_001268826	Caenorhabditis elegans	hypothetical protein(T23G4.127)
182965	NM_062451	Caenorhabditis elegans	hypothetical protein(C27D9.2)
182964	NM_062565	Caenorhabditis elegans	hypothetical protein(C27D6.1)
182966	NM_065654	Caenorhabditis elegans	hypothetical protein(C27F2.6)
182961	NM_078063	Caenorhabditis elegans	hypothetical protein(C27C12.1)
182960	NM_060521	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-259)
182963	NM_001270322	Caenorhabditis elegans	hypothetical protein(acd-3)
182963	NM_001270321	Caenorhabditis elegans	hypothetical protein(acd-3)
182962	NM_078064	Caenorhabditis elegans	hypothetical protein(C27C12.4)
188298	NM_074763	Caenorhabditis elegans	hypothetical protein(T08G3.7)
188299	NM_074764	Caenorhabditis elegans	Serpentine Receptor, class U(sru-44)
182959	NM_060516	Caenorhabditis elegans	hypothetical protein(C27C7.7)
182958	NM_001276567	Caenorhabditis elegans	Galectin(C27C7.5)
182958	NM_060517	Caenorhabditis elegans	Galectin(C27C7.5)
182956	NM_069146	Caenorhabditis elegans	Putative serine/threonine-protein phosphatase C27B7.6(C27B7.6)
6418702	NM_001129395	Caenorhabditis elegans	Mitochondrial genome maintenance exonuclease 1(C27H6.9)
182954	NM_059342	Caenorhabditis elegans	hypothetical protein(C27A12.4)
6418705	NM_001313126	Caenorhabditis elegans	hypothetical protein(C37H5.14)
6418705	NM_001313127	Caenorhabditis elegans	hypothetical protein(C37H5.14)
182953	NM_059343	Caenorhabditis elegans	hypothetical protein(let-391)
6418704	NM_001269550	Caenorhabditis elegans	LU (Ly6 Urokinase plasminogen) domain Receptor-related Protein(lurp-4)
6418704	NR_102087	Caenorhabditis elegans	LU (Ly6 Urokinase plasminogen) domain Receptor-related Protein(lurp-4)
6418704	NM_001269549	Caenorhabditis elegans	LU (Ly6 Urokinase plasminogen) domain Receptor-related Protein(lurp-4)
182952	NM_073650	Caenorhabditis elegans	Serpentine Receptor, class J(srj-4)
182951	NM_001269475	Caenorhabditis elegans	hypothetical protein(C27A7.6)
182951	NM_001269474	Caenorhabditis elegans	hypothetical protein(C27A7.6)
182951	NM_001269473	Caenorhabditis elegans	hypothetical protein(C27A7.6)
182951	NR_069685	Caenorhabditis elegans	hypothetical protein(C27A7.6)
6418701	NM_001129389	Caenorhabditis elegans	hypothetical protein(C25F9.13)
6418700	NM_001129388	Caenorhabditis elegans	hypothetical protein(C25F9.12)
6418707	NM_001129407	Caenorhabditis elegans	hypothetical protein(C45B11.8)
6418706	NM_001129404	Caenorhabditis elegans	hypothetical protein(C38C3.10)
6418709	NM_001129597	Caenorhabditis elegans	hypothetical protein(Y94A7B.11)
6418708	NM_001129406	Caenorhabditis elegans	hypothetical protein(C45B11.6)
190828	NM_074854	Caenorhabditis elegans	C-type LECtin(clec-37)
190829	NM_074875	Caenorhabditis elegans	hypothetical protein(Y102A5C.2)
190826	NM_074856	Caenorhabditis elegans	C-type LECtin(clec-27)
190827	NM_001269798	Caenorhabditis elegans	C-type LECtin(clec-35)
190827	NM_001269799	Caenorhabditis elegans	C-type LECtin(clec-35)
190824	NM_072641	Caenorhabditis elegans	Serpentine Receptor, class T(srt-53)
13219301	NM_001270057	Caenorhabditis elegans	hypothetical protein(D1005.10)
190823	NM_072640	Caenorhabditis elegans	Serpentine Receptor, class SX(srsx-3)
182948	NM_062533	Caenorhabditis elegans	intestinal acid PHOsphatase(pho-12)
182949	NM_062535	Caenorhabditis elegans	hypothetical protein(C27A2.5)
188289	NM_061683	Caenorhabditis elegans	F-box A protein(fbxa-3)
188287	NM_061689	Caenorhabditis elegans	hypothetical protein(T08E11.1)
188288	NM_061682	Caenorhabditis elegans	F-box B protein(fbxb-10)
188297	NM_074759	Caenorhabditis elegans	hypothetical protein(T08G3.6)
188296	NM_074758	Caenorhabditis elegans	Serpentine Receptor, class H(srh-141)
182941	NM_065649	Caenorhabditis elegans	hypothetical protein(C26E6.1)
188294	NM_074762	Caenorhabditis elegans	Serpentine Receptor, class H(srh-142)
182940	NM_001269567	Caenorhabditis elegans	hypothetical protein(C26E1.2)
182940	NM_001269568	Caenorhabditis elegans	hypothetical protein(C26E1.2)
188293	NM_074760	Caenorhabditis elegans	Seven TM Receptor(str-14)
182943	NM_001269160	Caenorhabditis elegans	HIstidiNe Triad nucleotide-binding protein(hint-3)
182943	NM_001269161	Caenorhabditis elegans	HIstidiNe Triad nucleotide-binding protein(hint-3)
188292	NM_074761	Caenorhabditis elegans	Seven TM Receptor(str-15)
182942	BK004131	Caenorhabditis elegans	FMRFamide Peptide Receptor family(frpr-3)
182942	NM_072603	Caenorhabditis elegans	FMRFamide Peptide Receptor family(frpr-3)
188291	NM_078386	Caenorhabditis elegans	hypothetical protein(T08G2.2)
182945	NM_078035	Caenorhabditis elegans	hypothetical protein(C26G2.2)
188290	NM_061688	Caenorhabditis elegans	hypothetical protein(T08E11.8)
182944	NM_072610	Caenorhabditis elegans	FMRF-Like Peptide(flp-21)
190821	NM_001269165	Caenorhabditis elegans	Na/Ca eXchangers(ncx-10)
190821	NM_001269166	Caenorhabditis elegans	Na/Ca eXchangers(ncx-10)
190815	NM_072655	Caenorhabditis elegans	C. Elegans Homeobox(ceh-76)
190816	NM_072642	Caenorhabditis elegans	hypothetical protein(Y97E10B.1)
190817	NM_072637	Caenorhabditis elegans	Serpentine Receptor, class SX(srsx-5)
190818	NM_072636	Caenorhabditis elegans	Serpentine Receptor, class SX(srsx-6)
190813	NM_072654	Caenorhabditis elegans	hypothetical protein(Y97E10AL.1)
190814	NM_072652	Caenorhabditis elegans	hypothetical protein(Y97E10AL.3)
182937	NM_063353	Caenorhabditis elegans	hypothetical protein(C26D10.3)
182938	NM_063355	Caenorhabditis elegans	hypothetical protein(C26D10.4)
182935	EF471981	Caenorhabditis elegans	GLoBin related(glb-8)
182935	NM_001136283	Caenorhabditis elegans	GLoBin related(glb-8)
182935	NM_059706	Caenorhabditis elegans	GLoBin related(glb-8)
182936	NM_059704	Caenorhabditis elegans	hypothetical protein(C26C6.8)
190819	NM_072635	Caenorhabditis elegans	Serpentine Receptor, class SX(srsx-7)
188277	NM_068268	Caenorhabditis elegans	hypothetical protein(T08B6.4)
182939	NM_073893	Caenorhabditis elegans	hypothetical protein(C26E1.1)
188279	NM_075653	Caenorhabditis elegans	hypothetical protein(T08D2.1)
188284	NM_075658	Caenorhabditis elegans	hypothetical protein(T08D2.6)
182930	NM_068940	Caenorhabditis elegans	hypothetical protein(C26B2.8)
188283	NM_075657	Caenorhabditis elegans	hypothetical protein(T08D2.5)
188286	NM_077600	Caenorhabditis elegans	hypothetical protein(T08D10.3)
182934	NM_059705	Caenorhabditis elegans	hypothetical protein(C26C6.6)
182933	NM_001047173	Caenorhabditis elegans	hypothetical protein(C26C6.4)
182933	NM_001047174	Caenorhabditis elegans	hypothetical protein(C26C6.4)
188282	NM_075656	Caenorhabditis elegans	hypothetical protein(T08D2.4)
182932	NM_076503	Caenorhabditis elegans	hypothetical protein(C26B9.6)
182931	NM_076505	Caenorhabditis elegans	hypothetical protein(C26B9.2)
190810	NM_001037904	Caenorhabditis elegans	hypothetical protein(Y95B8A.12)
190810	NM_001037903	Caenorhabditis elegans	hypothetical protein(Y95B8A.12)
190810	NM_001129085	Caenorhabditis elegans	hypothetical protein(Y95B8A.12)
190810	NM_001129086	Caenorhabditis elegans	hypothetical protein(Y95B8A.12)
190810	NM_001129084	Caenorhabditis elegans	hypothetical protein(Y95B8A.12)
190810	NM_001129087	Caenorhabditis elegans	hypothetical protein(Y95B8A.12)
182929	NM_068942	Caenorhabditis elegans	Putative elongator complex protein 4(elpc-4)
182925	NM_062711	Caenorhabditis elegans	hypothetical protein(C25H3.11)
182924	NM_062710	Caenorhabditis elegans	EASAFGDIIGELKGKGLGGRMRF-amide(flp-27)
182927	NM_068947	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-258)
182926	NM_068944	Caenorhabditis elegans	hypothetical protein(C26B2.2)
190847	NM_074894	Caenorhabditis elegans	Serpentine Receptor, class X(srx-55)
191978	NM_068730	Caenorhabditis elegans	Seven TM Receptor(str-44)
190845	NM_074892	Caenorhabditis elegans	Serpentine Receptor, class X(srx-54)
191979	NR_133614	Caenorhabditis elegans	Seven TM Receptor(str-46)
191979	NM_071387	Caenorhabditis elegans	Seven TM Receptor(str-46)
190844	NM_074891	Caenorhabditis elegans	Serpentine Receptor, class H(srh-119)
190848	NM_074895	Caenorhabditis elegans	Serpentine Receptor, class Z(srz-54)
191970	NM_001313121	Caenorhabditis elegans	Seven TM Receptor(str-20)
191970	NM_070915	Caenorhabditis elegans	Seven TM Receptor(str-20)
191972	NM_071633	Caenorhabditis elegans	Seven TM Receptor(str-30)
191971	NM_072520	Caenorhabditis elegans	Seven TM Receptor(str-28)
190842	NM_074889	Caenorhabditis elegans	F-box A protein(fbxa-90)
191974	NM_071340	Caenorhabditis elegans	Seven TM Receptor(str-33)
191973	NM_071905	Caenorhabditis elegans	Seven TM Receptor(str-32)
190840	NM_074887	Caenorhabditis elegans	C-type LECtin(clec-239)
191976	NM_071436	Caenorhabditis elegans	Seven TM Receptor(str-40)
190841	NM_074885	Caenorhabditis elegans	C-type LECtin(clec-238)
191975	NM_071381	Caenorhabditis elegans	Seven TM Receptor(str-39)
182920	NM_075832	Caenorhabditis elegans	hypothetical protein(C25G6.4)
182921	NM_075833	Caenorhabditis elegans	Putative neuropeptide Y receptor 11(npr-11)
182922	NM_062716	Caenorhabditis elegans	hypothetical protein(C25H3.1)
182923	NM_062714	Caenorhabditis elegans	hypothetical protein(C25H3.14)
182919	NM_075830	Caenorhabditis elegans	hypothetical protein(C25G6.3)
182918	NM_075834	Caenorhabditis elegans	hypothetical protein(C25G6.1)
182917	NM_069981	Caenorhabditis elegans	hypothetical protein(C25G4.8)
182916	NM_001268719	Caenorhabditis elegans	hypothetical protein(C25G4.7)
182916	NR_131623	Caenorhabditis elegans	hypothetical protein(C25G4.7)
182916	NR_131622	Caenorhabditis elegans	hypothetical protein(C25G4.7)
182916	NR_131621	Caenorhabditis elegans	hypothetical protein(C25G4.7)
182916	NR_131620	Caenorhabditis elegans	hypothetical protein(C25G4.7)
182916	NR_131625	Caenorhabditis elegans	hypothetical protein(C25G4.7)
182916	NR_131624	Caenorhabditis elegans	hypothetical protein(C25G4.7)
182915	NM_069978	Caenorhabditis elegans	hypothetical protein(spe-44)
182914	NM_069974	Caenorhabditis elegans	C-type LECtin(clec-185)
190834	NM_074880	Caenorhabditis elegans	F-box A protein(fbxa-148)
191968	NM_071339	Caenorhabditis elegans	Seven TM Receptor(str-13)
191969	NM_001313355	Caenorhabditis elegans	Seven TM Receptor(str-16)
191969	NR_134547	Caenorhabditis elegans	Seven TM Receptor(str-16)
191966	NM_077540	Caenorhabditis elegans	Stomatin-3(sto-3)
191967	NM_068729	Caenorhabditis elegans	Seven TM Receptor(str-1)
190838	NM_074884	Caenorhabditis elegans	F-box A protein(fbxa-111)
190837	NM_074883	Caenorhabditis elegans	F-box A protein(fbxa-112)
190839	NM_074886	Caenorhabditis elegans	Serpentine Receptor, class H(srh-206)
191960	NM_001322578	Caenorhabditis elegans	SeRPin(srp-8)
191965	NM_076089	Caenorhabditis elegans	Sperm-Specific family, class R(ssr-2)
191964	NM_068712	Caenorhabditis elegans	Sperm-Specific family, class Q(ssq-3)
190831	NM_074877	Caenorhabditis elegans	hypothetical protein(Y102A5C.4)
191963	NM_069381	Caenorhabditis elegans	Sperm-specific class P protein 32(ssp-32)
182903	NM_001136410	Caenorhabditis elegans	Serpentine Receptor, class W(srw-85)
182903	NM_001269925	Caenorhabditis elegans	Serpentine Receptor, class W(srw-85)
182903	NR_138488	Caenorhabditis elegans	Serpentine Receptor, class W(srw-85)
182903	NM_075380	Caenorhabditis elegans	Serpentine Receptor, class W(srw-85)
182905	NM_075377	Caenorhabditis elegans	hypothetical protein(C25F9.4)
182904	NM_075379	Caenorhabditis elegans	hypothetical protein(C25F9.2)
